IDPlots	IDGroup	Periode	PlotWeight	Paired_1_2	DivK	Div	NbHerb	NbOudbos	NbSpecRare	NbBos	NbOpen	NbEdge	NbIndif	NbUitheems	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv	Fragclass	Bos01
162042	162042_1	2	1	FALSE	0.475091780644636	2.0373859648498	5	1	0	1	0	0	3	0	Public	oud	0.6786555	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3213445	25% tot < 50%	1
162043	162043_2	2	0.78	FALSE	2.27885789868916	12.2676778892133	27	14	0	5	1	1	14	0	Public	recent	0.645296	2	79	Arm Eiken-beukenbos	Rand	0.354704	25% tot < 50%	1
162046	162046_1	2	1	FALSE	1.33330194595494	4.19367422157382	5	1	0	1	0	0	2	0	Public	oud	0.7675198	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2324802	5% tot < 25%	1
162051	162051_2	2	0.95	FALSE	1.92591121174647	6.86139800469038	19	0	0	1	0	1	10	1	Private	recent	0.6368995	2	40	Elzen-vogelkersbos	Rand	0.3631005	25% tot < 50%	1
162053	162053_1	1	1	TRUE	0.912069920155765	5.51895140666235	4	0	0	0	0	0	0	0	Private	oud	0.7044176	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2955824	25% tot < 50%	0
162053	162053_1	2	1	TRUE	0	1.43702763486517	1	0	0	0	0	0	0	0	Private	oud	0.7044176	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2955824	25% tot < 50%	0
162054	162054_1	1	1	TRUE	0.304636097349238	1.4277116259447	2	0	0	0	0	0	1	0	Private	recent	0.7833819	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2166181	5% tot < 25%	0
162054	162054_1	2	1	TRUE	0.176505306138911	1.43264307998594	3	0	0	1	0	0	1	0	Private	recent	0.7833819	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2166181	5% tot < 25%	1
162060	162060_2	2	1	FALSE	0.50215935620641	2.16324097848656	8	2	0	2	0	0	4	0	Private	recent	0.6223589	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3776411	25% tot < 50%	1
162062	162062_2	2	0.92	FALSE	1.9041689208924	6.88102691327626	26	3	0	3	2	0	13	2	Private	recent	0.7039301	2	20	Elzenbroekbos	Rand	0.2960699	25% tot < 50%	1
162066	162066_1	1	1	FALSE	0.705116762659005	5.10311085513864	3	1	0	0	0	0	2	0	Public	oud	0.6143624	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3856376	25% tot < 50%	0
162066	162066_2	2	1	FALSE	0.693147180559945	4.33132622178833	2	0	0	0	0	0	0	0	Private	oud	0.6143624	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3856376	25% tot < 50%	0
162072	162072_1	1	1	FALSE	0.905236702983721	2.81889646136592	6	0	0	0	0	1	1	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
162077	162077_1	2	1	FALSE	0.754081103796497	2.12565736717481	3	0	0	1	0	0	0	0	Private	recent	0.7384111	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2615889	25% tot < 50%	1
162078	162078_1	2	1	FALSE	0.502012179952838	2.24594076453705	5	1	0	0	0	0	2	0	Private	recent	0.6530859	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3469141	25% tot < 50%	0
162082	162082_1	1	1	FALSE	1.15170166395187	3.2406844329577	17	1	0	1	5	1	9	0	Private	recent	0.5445976	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4554024	25% tot < 50%	1
162082	162082_2	2	1	FALSE	0.723839450527759	2.16235229396213	11	0	0	0	2	1	6	0	Private	recent	0.5445976	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4554024	25% tot < 50%	0
162085	162085_1	1	1	FALSE	1.68197470577509	5.74115263115355	17	4	0	2	0	1	7	0	Private	recent	0.6259018	1	20	Elzenbroekbos	Volledig in bos	0.3740982	25% tot < 50%	1
162085	162085_2	2	1	FALSE	2.0600162816112	8.58627973169917	31	1	0	1	3	1	18	1	Private	recent	0.6259018	2	20	Elzenbroekbos	Volledig in bos	0.3740982	25% tot < 50%	1
162088	162088_1	1	1	TRUE	0.679193265991526	2.11579610573731	2	0	0	0	0	0	0	0	Private	recent	0.6017832	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3982168	25% tot < 50%	0
162088	162088_1	2	1	TRUE	0.309519774706815	1.74856112077498	6	1	1	1	0	0	1	0	Private	recent	0.6017832	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3982168	25% tot < 50%	1
162090	162090_1	2	1	FALSE	0.329247711171792	1.68908674172652	6	2	0	0	0	0	2	0	Private	oud	0.6419975	2	69	Eiken-beukenbos	Volledig in bos	0.3580025	25% tot < 50%	0
162093	162093_2	2	1	FALSE	0.598344498290247	4.04614110309329	7	4	0	1	0	0	1	0	Private	oud	0.7810516	2	40	Elzen-vogelkersbos	Volledig in bos	0.2189484	5% tot < 25%	1
162094	162094_1	2	1	FALSE	0.710559182356003	2.16838349517377	3	0	0	0	0	0	0	0	Private	recent	0.7316791	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2683209	25% tot < 50%	0
162098	162098_1	1	1	FALSE	2.68809469255251	16.8238521629139	30	9	0	4	1	0	16	0	Private	recent	0.7075237	1	40	Elzen-vogelkersbos	Volledig in bos	0.2924763	25% tot < 50%	1
162098	162098_2	2	1	FALSE	2.58842299435878	14.0610773555072	35	6	0	4	1	1	20	0	Private	recent	0.7075237	2	40	Elzen-vogelkersbos	Volledig in bos	0.2924763	25% tot < 50%	1
162100	162100_1	1	1	TRUE	1.45246346930474	7.82882514873788	6	1	0	0	0	1	2	0	Private	oud	0.465027	1	69	Eiken-beukenbos	Volledig in bos	0.534973	50% tot < 75%	0
162100	162100_1	2	1	TRUE	2.2865028494324	15.9027176788372	11	3	0	0	0	1	8	0	Private	oud	0.465027	2	69	Eiken-beukenbos	Volledig in bos	0.534973	50% tot < 75%	0
162101	162101_1	1	1	TRUE	NA	1	0	0	0	0	0	0	0	0	Private	recent	0.8096327	1	69	Eiken-beukenbos	Volledig in bos	0.1903673	5% tot < 25%	0
162101	162101_1	2	1	TRUE	0	1.31070705994439	1	0	0	0	0	0	0	0	Private	recent	0.8096327	2	69	Eiken-beukenbos	Volledig in bos	0.1903673	5% tot < 25%	0
162103	162103_1	1	1	TRUE	0.660146986783444	2.43892569074616	7	1	0	0	1	0	3	0	Private	recent	0.5130451	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4869549	25% tot < 50%	0
162103	162103_1	2	1	TRUE	0.652848461562647	2.33132300044187	6	0	0	0	0	1	1	0	Private	recent	0.5130451	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4869549	25% tot < 50%	0
162119	162119_1	1	1	FALSE	0.636683618041146	2.49706034973102	5	0	0	0	0	1	0	0	Private	oud	0.8110892	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1889108	5% tot < 25%	0
162119	162119_2	2	1	FALSE	0.548144115012404	3.90035269799344	5	1	0	0	0	0	0	0	Private	oud	0.8110892	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1889108	5% tot < 25%	0
162124	162124_2	2	0.5	FALSE	3.02391137631699	26.8069522716138	28	2	1	1	3	1	8	1	Private	NA	0.3018487	2	78	Arm Eiken-beukenbos	Rand	0.6981513	50% tot < 75%	1
162126	162126_2	2	0.87	FALSE	1.17562864206366	8.40783890353518	4	0	0	0	0	0	2	0	Private	oud	0.8679849	2	78	Arm Eiken-beukenbos	Rand	0.1320151	5% tot < 25%	0
162129	162129_1	1	1	TRUE	0	4.82949846187931	1	0	0	0	0	0	0	0	Private	oud	0.6767825	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3232175	25% tot < 50%	0
162129	162129_1	2	1	TRUE	1.65414436623928	9.83190385795738	8	1	0	0	0	0	5	0	Private	oud	0.6767825	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3232175	25% tot < 50%	0
162139	162139_1	2	1	FALSE	0.310767213881399	1.61006650023881	5	2	0	0	0	0	2	0	Public	oud	0.8221064	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1778936	5% tot < 25%	0
162140	162140_2	2	1	FALSE	1.22116116815746	9.04116153331932	6	1	0	0	0	1	2	0	Public	recent	0.485547	2	78	Arm Eiken-beukenbos	Volledig in bos	0.514453	50% tot < 75%	0
162144	162144_2	2	0.53	FALSE	1.96076774172696	7.10477960758221	15	0	0	0	0	1	10	0	Private	recent	0.3917128	2	40	Elzen-vogelkersbos	Rand	0.6082872	50% tot < 75%	0
162147	162147_1	1	1	TRUE	0.345430739875118	1.93802875823791	4	0	0	0	0	1	0	0	Private	oud	0.706781	1	78	Arm Eiken-beukenbos	Volledig in bos	0.293219	25% tot < 50%	0
162147	162147_1	2	1	TRUE	0.428996490237323	2.31550158858779	7	1	0	0	0	2	3	0	Private	oud	0.706781	2	78	Arm Eiken-beukenbos	Volledig in bos	0.293219	25% tot < 50%	0
163003	163003_1	1	1	TRUE	1.21203452332976	4.13477163700729	14	4	0	1	0	0	9	0	Private	recent	0.7179525	1	20	Elzenbroekbos	Volledig in bos	0.2820475	25% tot < 50%	1
163003	163003_1	2	1	TRUE	0.218823822574517	1.34229543464211	6	2	0	0	0	0	4	0	Private	recent	0.7179525	2	20	Elzenbroekbos	Volledig in bos	0.2820475	25% tot < 50%	0
163006	163006_1	1	1	FALSE	1.00169295671414	4.24323813894435	10	2	0	2	1	0	3	0	Private	recent	0.6766468	1	20	Elzenbroekbos	Volledig in bos	0.3233532	25% tot < 50%	1
163006	163006_2	2	1	FALSE	2.58481902617448	16.7990023975843	16	9	0	5	0	0	5	0	Private	recent	0.6766468	2	20	Elzenbroekbos	Volledig in bos	0.3233532	25% tot < 50%	1
163008	163008_1	1	1	FALSE	1.79352134266893	10.2482768269854	9	0	0	0	1	0	3	0	Private	recent	0.4086622	1	20	Elzenbroekbos	Volledig in bos	0.5913378	50% tot < 75%	0
163008	163008_2	2	0.9	FALSE	0.9565121527135	4.1352401483357	8	1	0	1	1	2	2	0	Private	recent	0.4086622	2	20	Elzenbroekbos	Rand	0.5913378	50% tot < 75%	1
163010	163010_2	2	1	FALSE	0.500402423538188	5.65685424949238	2	0	0	0	0	0	0	0	Private	recent	0.5461093	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4538907	25% tot < 50%	0
163011	163011_2	2	1	FALSE	0.362579072327621	2.72518179457065	6	4	0	2	0	0	2	0	Private	recent	0.5967351	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4032649	25% tot < 50%	1
163020	163020_1	1	1	FALSE	1.15569442474984	7.00451846882461	6	0	1	0	3	0	0	1	Private	recent	0.7364365	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2635635	25% tot < 50%	0
163020	163020_2	2	0.7	FALSE	0.883759992322768	3.01421137574901	6	2	0	1	0	1	1	0	Private	recent	0.7364365	2	78	Arm Eiken-beukenbos	Rand	0.2635635	25% tot < 50%	1
163021	163021_1	1	1	TRUE	1.71777101768205	7.35899083053883	14	11	0	6	0	0	6	0	Private	recent	0.6986502	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3013498	25% tot < 50%	1
163021	163021_1	2	1	TRUE	1.3019696976228	4.76523555210785	20	11	0	7	0	0	6	0	Private	recent	0.6986502	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3013498	25% tot < 50%	1
163036	163036_1	1	1	FALSE	1.01854314949458	4.10421976949526	6	2	0	1	0	2	0	0	Private	recent	0.5395654	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4604346	25% tot < 50%	1
163036	163036_2	2	1	FALSE	0.345430739875118	2.32295536066905	4	2	0	2	0	0	0	0	Private	recent	0.5395654	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4604346	25% tot < 50%	1
163038	163038_1	1	1	FALSE	1.01760298611592	5.06092518825647	3	2	0	0	0	0	2	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
163039	163039_1	1	1	TRUE	1.23830690155127	5.3275492563034	9	1	0	2	0	1	2	0	Private	recent	0.7706548	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2293452	5% tot < 25%	1
163039	163039_1	2	1	TRUE	0.885471808369771	3.49871904003035	5	0	0	1	0	0	1	0	Private	recent	0.7706548	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2293452	5% tot < 25%	1
163051	163051_2	2	0.77	FALSE	1.47402573824554	8.13749001124407	10	1	0	1	1	1	3	0	Private	NA	0.2670365	2	78	Arm Eiken-beukenbos	Rand	0.7329635	50% tot < 75%	1
163058	163058_2	2	1	FALSE	1.40320854153039	6.1625272079644	15	3	0	1	1	1	9	0	Private	recent	0.4950996	2	79	Arm Eiken-beukenbos	Volledig in bos	0.5049004	50% tot < 75%	1
163087	163087_1	1	1	FALSE	0.867563228481461	6.38947827888823	3	1	0	1	0	0	0	0	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA	NA	1
163092	163092_2	2	1	FALSE	0.917417301701167	3.24117851865171	12	0	0	0	1	2	5	1	Public	oud	0.5979352	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4020648	25% tot < 50%	0
163094	163094_2	2	1	FALSE	0.713603260487834	2.30859371853308	4	1	0	0	0	0	2	0	Private	recent	0.6907042	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3092958	25% tot < 50%	0
163096	163096_1	2	1	FALSE	1.07992795631635	3.30071114039195	5	1	0	0	0	0	2	0	Public	recent	0.8297739	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1702261	5% tot < 25%	0
163104	163104_1	1	1	TRUE	0.119131351769302	1.55278322924179	5	0	0	0	0	0	1	0	Private	recent	0.8152224	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1847776	5% tot < 25%	0
163104	163104_1	2	1	TRUE	1.14534729755694	5.19459477523903	5	0	0	0	1	0	1	0	Private	recent	0.8152224	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1847776	5% tot < 25%	0
163106	163106_2	2	0.9	FALSE	1.31316057738982	4.59238926698876	13	2	0	0	1	2	6	0	Private	oud	0.6516974	2	78	Arm Eiken-beukenbos	Rand	0.3483026	25% tot < 50%	0
163112	163112_2	2	1	FALSE	0.96435795846572	3.29441775184972	5	0	0	0	0	1	1	0	Public	recent	0.8038556	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1961444	5% tot < 25%	0
163119	163119_1	1	1	TRUE	0.397067569990754	2.3651138615041	6	0	0	0	0	2	2	0	Public	recent	0.8179768	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1820232	5% tot < 25%	0
163119	163119_1	2	1	TRUE	0.907248342880882	4.14753811262953	7	1	0	1	0	1	1	0	Public	recent	0.8179768	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1820232	5% tot < 25%	1
163120	163120_1	1	1	TRUE	0.160084701010795	1.29089066003397	5	0	1	0	0	0	0	0	Private	recent	0.7861856	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2138144	5% tot < 25%	0
163120	163120_1	2	1	TRUE	0.59933429962475	2.61765303263613	3	0	0	0	0	0	0	0	Private	recent	0.7861856	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2138144	5% tot < 25%	0
163123	163123_2	2	1	FALSE	1.33086683375888	5.01738921196719	8	1	0	1	0	0	4	0	Public	recent	0.720548	2	79	Arm Eiken-beukenbos	Volledig in bos	0.279452	25% tot < 50%	1
163124	163124_2	2	0.93	FALSE	2.16132055002101	12.34193353687	25	2	0	3	4	0	10	0	Public	NA	0.4915977	2	79	Arm Eiken-beukenbos	Rand	0.5084023	50% tot < 75%	1
163125	163125_2	2	1	FALSE	0.860050599524861	3.00327594572411	5	1	0	0	0	0	2	0	Private	recent	0.8372403	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1627597	5% tot < 25%	0
163126	163126_1	2	1	FALSE	0.59933429962475	3.53272697714715	3	0	0	0	0	0	1	0	Private	oud	0.5864049	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4135951	25% tot < 50%	0
163127	163127_1	2	1	FALSE	0.80464998426052	2.95075238024533	3	0	0	0	0	0	2	0	Private	recent	0.7246737	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2753263	25% tot < 50%	0
163128	163128_2	2	0.76	FALSE	1.53462238721183	5.84406274281793	10	0	1	0	0	0	7	0	Private	NA	0.5513065	2	20	Elzenbroekbos	Rand	0.4486935	25% tot < 50%	0
163129	163129_1	1	1	FALSE	2.08967397611453	8.08227971848197	12	0	0	0	1	0	10	0	Public	recent	0.4779734	1	40	Elzen-vogelkersbos	Volledig in bos	0.5220266	50% tot < 75%	0
163129	163129_2	2	1	FALSE	1.07421265417179	3.09063994192602	13	1	0	0	1	1	10	0	Public	recent	0.4779734	2	40	Elzen-vogelkersbos	Volledig in bos	0.5220266	50% tot < 75%	0
163131	163131_1	1	1	FALSE	0.291708376357636	1.72000153942243	5	0	0	0	0	0	2	0	Public	NA	0.5844116	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4155884	25% tot < 50%	0
163131	163131_2	2	0.94	FALSE	1.03497373125562	4.524765522233	9	0	0	0	1	1	4	0	Public	NA	0.5844116	2	78	Arm Eiken-beukenbos	Rand	0.4155884	25% tot < 50%	0
163133	163133_1	1	1	FALSE	0.936633630558419	3.22515475665744	4	0	0	0	0	0	0	0	Public	recent	0.858709	1	78	Arm Eiken-beukenbos	Volledig in bos	0.141291	5% tot < 25%	0
163133	163133_2	2	1	FALSE	0.930886415485299	3.1770788576576	4	0	0	0	0	0	0	1	Public	recent	0.858709	2	78	Arm Eiken-beukenbos	Volledig in bos	0.141291	5% tot < 25%	0
163135	163135_1	1	1	TRUE	0.56910010801781	2.45723441139443	7	0	0	0	1	0	1	0	Public	oud	0.5843012	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4156988	25% tot < 50%	0
163135	163135_1	2	1	TRUE	1.30656573678699	4.87078571122316	6	0	0	0	1	1	1	0	Public	oud	0.5843012	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4156988	25% tot < 50%	0
163136	163136_1	1	1	FALSE	1.5644113643927	7.45427742176922	8	1	0	0	0	0	4	0	Private	recent	0.6598753	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3401247	25% tot < 50%	0
163136	163136_2	2	1	FALSE	1.50649258642807	5.44983512370516	12	1	0	2	0	0	7	0	Private	recent	0.6598753	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3401247	25% tot < 50%	1
163138	163138_2	2	1	FALSE	0.836192928958539	3.58545971230004	6	2	0	2	0	1	0	0	Private	oud	0.6490005	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3509995	25% tot < 50%	1
163140	163140_2	2	0.91	FALSE	1.22483976650869	4.90587683165367	11	2	0	1	1	1	5	1	Public	recent	0.762889	2	78	Arm Eiken-beukenbos	Rand	0.237111	5% tot < 25%	1
163141	163141_1	2	1	FALSE	0.955540172478779	4.17013753972756	3	0	0	0	0	0	0	0	Public	oud	0.71016	2	78	Arm Eiken-beukenbos	Volledig in bos	0.28984	25% tot < 50%	0
163146	163146_1	1	1	FALSE	0.729897092696037	2.33506564178943	9	1	0	1	1	1	3	0	Private	oud	0.8162632	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1837368	5% tot < 25%	1
163146	163146_2	2	1	FALSE	1.34929167508254	5.3100155899536	5	1	0	1	0	0	1	0	Private	oud	0.8162632	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1837368	5% tot < 25%	1
163147	163147_1	1	1	FALSE	1.71318413896179	6.51328293972977	8	4	0	3	0	0	1	0	Public	oud	0.7741124	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2258876	5% tot < 25%	1
163147	163147_2	2	1	FALSE	1.23706714489178	6.42899441987129	6	3	0	1	0	0	1	0	Public	oud	0.7741124	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2258876	5% tot < 25%	1
163148	163148_2	2	0.61	FALSE	2.5063970169656	19.6740021477415	29	5	0	4	4	1	14	2	Public	NA	0.5649676	2	79	Arm Eiken-beukenbos	Rand	0.4350324	25% tot < 50%	1
163152	163152_2	2	1	FALSE	1.88788783414392	9.24795779813242	15	1	0	1	0	2	5	0	Private	NA	0.5903077	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4096923	25% tot < 50%	1
163153	163153_2	2	1	FALSE	1.4435993297686	6.00836867549188	23	1	0	0	4	2	6	0	Public	recent	0.5571179	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4428821	25% tot < 50%	0
163158	163158_2	2	1	FALSE	1.8481830745334	7.62729952133115	19	1	0	0	4	0	8	1	Public	NA	0.3766662	2	20	Elzenbroekbos	Volledig in bos	0.6233338	50% tot < 75%	0
164003	164003_1	1	1	FALSE	0.964656060175378	3.04350784288172	4	0	0	0	0	0	2	0	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
164006	164006_1	1	1	FALSE	1.31380771165082	6.29553607660389	5	1	0	0	0	0	1	0	Private	recent	0.5773292	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4226708	25% tot < 50%	0
164006	164006_2	2	1	FALSE	0.485045142556336	2.12101349984853	2	0	0	0	0	0	0	0	Private	recent	0.5773292	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4226708	25% tot < 50%	0
164010	164010_2	2	1	FALSE	0.54206051581678	2.38052142734981	7	0	0	1	0	0	3	0	Public	recent	0.4225188	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5774812	50% tot < 75%	1
164011	164011_1	2	1	FALSE	0.358800516714025	1.43161119058076	3	2	0	0	0	0	1	0	Public	recent	0.7891998	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2108002	5% tot < 25%	0
164018	164018_1	1	1	FALSE	0.406582362553349	1.71954636681642	3	0	0	0	0	0	0	0	Public	recent	0.6048511	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3951489	25% tot < 50%	0
164018	164018_2	2	1	FALSE	0.515572884075256	2.43870401347743	4	0	0	1	0	0	0	0	Public	recent	0.6048511	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3951489	25% tot < 50%	1
164019	164019_2	2	1	FALSE	1.77494663026891	5.89996624830421	17	1	0	4	0	2	6	0	Public	recent	0.7079878	2	20	Elzenbroekbos	Volledig in bos	0.2920122	25% tot < 50%	1
164026	164026_2	2	1	FALSE	0.358800516714025	2.02569400538577	3	0	0	0	0	0	0	0	Public	oud	0.6111913	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3888087	25% tot < 50%	0
164027	164027_2	2	0.63	FALSE	2.75139541468353	19.2741731774388	28	3	0	2	1	2	17	1	Private	recent	0.6278897	2	20	Elzenbroekbos	Rand	0.3721103	25% tot < 50%	1
164044	164044_1	2	1	FALSE	0.252805818184703	2.08287520947688	5	0	0	0	0	0	2	0	Public	recent	0.5194148	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4805852	25% tot < 50%	0
164051	164051_1	1	1	TRUE	0.019542337228798	1.08064176740347	2	0	0	0	0	0	0	0	Private	oud	0.6178005	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3821995	25% tot < 50%	0
164051	164051_1	2	1	TRUE	0.92769963398542	3.33522379385104	11	0	0	0	2	0	6	0	Public	oud	0.6178005	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3821995	25% tot < 50%	0
164052	164052_1	1	1	TRUE	0	1.47723644744616	1	0	0	0	0	0	0	0	Public	recent	0.6566823	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3433177	25% tot < 50%	0
164052	164052_1	2	1	TRUE	0.275256512378422	2.2532986450719	5	0	0	0	2	0	0	0	Public	recent	0.6566823	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3433177	25% tot < 50%	0
164055	164055_1	1	1	FALSE	0.693147180559945	5	2	2	0	0	0	0	1	0	Private	recent	0.6217134	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3782866	25% tot < 50%	0
164055	164055_2	2	1	FALSE	0.500402423538188	2.02186092541875	2	1	0	1	0	0	0	0	Private	recent	0.6217134	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3782866	25% tot < 50%	1
164060	164060_1	2	1	FALSE	0.996934821717476	3.81616182776235	8	3	0	0	0	0	5	0	Private	recent	0.8185358	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1814642	5% tot < 25%	0
164061	164061_2	2	0.85	FALSE	0.804314355031877	2.51253864864693	9	2	0	3	0	0	3	0	Public	recent	0.6828278	2	69	Eiken-beukenbos	Rand	0.3171722	25% tot < 50%	1
164068	164068_1	1	1	FALSE	0.213330770816145	1.62306400044361	5	0	0	0	0	0	2	0	Private	recent	0.8394452	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1605548	5% tot < 25%	0
164068	164068_2	2	1	FALSE	0.100150445701215	1.79674274051255	4	0	0	0	0	0	0	0	Private	recent	0.8394452	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1605548	5% tot < 25%	0
164069	164069_2	2	1	FALSE	0.506639557823819	6.77406215746117	2	0	0	0	0	0	0	0	Public	NA	0.8113714	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1886286	5% tot < 25%	0
164076	164076_1	2	1	FALSE	0.358800516714025	1.43161119058076	3	0	0	0	0	0	0	0	Private	recent	0.8457733	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1542267	5% tot < 25%	0
164083	164083_1	1	1	FALSE	1.64563721333476	9.14931135135865	13	1	0	0	2	1	2	0	Private	recent	0.7565669	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2434331	5% tot < 25%	0
164083	164083_2	2	1	FALSE	0.56245385476649	2.39385457327804	4	2	0	1	0	0	0	0	Private	recent	0.7565669	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2434331	5% tot < 25%	1
164087	164087_2	2	0.8	FALSE	1.67211731641248	6.78901753955398	14	1	0	0	0	1	9	1	Private	NA	0.490518	2	79	Arm Eiken-beukenbos	Rand	0.509482	50% tot < 75%	0
164088	164088_1	1	1	TRUE	0.176505306138911	1.49165764986432	3	0	0	0	0	0	3	0	Private	recent	0.8266054	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1733946	5% tot < 25%	0
164088	164088_1	2	1	TRUE	0.358800516714025	1.88736335500248	3	0	0	0	0	0	3	0	Private	recent	0.8266054	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1733946	5% tot < 25%	0
164089	164089_2	2	1	FALSE	0.409897708269345	2.06233626730778	5	0	0	0	0	1	1	0	Private	recent	0.8949605	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1050395	5% tot < 25%	0
164097	164097_1	1	1	FALSE	0.039827557911359	1.67834673556007	2	0	0	0	0	0	0	0	Public	recent	0.7526718	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2473282	5% tot < 25%	0
164097	164097_2	2	1	FALSE	0.265066810177596	3.60016264051614	3	0	0	0	0	0	0	0	Public	recent	0.7526718	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2473282	5% tot < 25%	0
164098	164098_1	1	1	FALSE	1.52834489081247	8.40783890353518	5	0	0	0	0	0	1	0	Private	oud	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
164105	164105_2	2	1	FALSE	1.91892008098621	8.26498925738863	25	3	1	0	4	0	11	1	Public	recent	0.8486931	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1513069	5% tot < 25%	0
164106	164106_1	2	1	FALSE	0.500402423538188	5.26429605180997	2	2	0	0	0	0	1	0	Private	recent	0.696385	2	78	Arm Eiken-beukenbos	Volledig in bos	0.303615	25% tot < 50%	0
