IDPlots	IDGroup	Periode	PlotWeight	v40_L	v41_N	v42_R	v43_V	v44_T	NbHerbL	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv
78059	78059_2	2	1	6.94936708860759	1	4	7.05063291139241	6	3	Public	recent	0.9111185	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0888814999999999
78060	78060_2	2	1	6.9532967032967	1.07323943661972	4.33333333333333	6.98314606741573	6	8	Private	recent	0.8501061	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1498939
78064	78064_2	2	1	6	5.42857142857143	5.575	5.75757575757576	5.48648648648649	22	Public	NA	0.7324378	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2675622
78067	78067_1	1	1	5	9	NA	5	5	3	Private	recent	0.7010538	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2989462
78067	78067_2	2	1	5	5.3030303030303	4.14285714285714	5.66666666666667	5.58064516129032	19	Private	recent	0.7010538	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2989462
78068	78068_1	1	1	6.99328859060403	1.2076124567474	2	6.93939393939394	5.1	11	Private	recent	0.7928681	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2071319
78068	78068_2	2	1	6.99718309859155	1.00569800569801	3	6.99430199430199	6	3	Private	recent	0.7928681	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2071319
78070	78070_1	1	1	5.57142857142857	5	4	5.2	6	6	Private	oud	0.759212	1	79	Arm Eiken-beukenbos	Volledig in bos	0.240788
78070	78070_1	2	1	5.88235294117647	7	NA	5.05882352941176	6	2	Private	oud	0.759212	2	79	Arm Eiken-beukenbos	Volledig in bos	0.240788
78072	78072_1	1	1	6.59322033898305	1.65384615384615	2.31578947368421	6.825	6	8	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
78076	78076_1	2	1	6.75647668393782	1.4973544973545	2	6.97402597402597	NA	5	Private	recent	0.8474186	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1525814
78078	78078_1	2	1	6	NA	4	5	6	3	Private	recent	0.6723509	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3276491
78083	78083_2	2	0.8	4.42857142857143	7.22222222222222	6	5.47058823529412	5.44444444444444	8	Private	oud	0.7520906	2	78	Arm Eiken-beukenbos	Rand	0.2479094
78085	78085_1	1	1	6.30769230769231	NA	NA	5	6	3	Public	recent	0.7651826	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2348174
78085	78085_1	2	1	5.87719298245614	5	4	5.27272727272727	5.89583333333333	6	Public	recent	0.7651826	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2348174
78087	78087_1	1	1	6.97790055248619	1.04469273743017	3.5	7.01129943502825	NA	5	Public	oud	0.8629779	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1370221
78087	78087_1	2	1	7	1	NA	7	6	4	Public	oud	0.8629779	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1370221
78088	78088_1	1	1	4	7	NA	6	NA	1	Private	recent	0.8398716	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1601284
78088	78088_1	2	1	4.6	7	NA	6	6	5	Private	recent	0.8398716	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1601284
78095	78095_2	2	1	6.1640625	3.10548523206751	2.66666666666667	6.67669172932331	5.42105263157895	13	Public	oud	0.6491004	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3508996
78096	78096_1	2	1	5.50887573964497	3.99009900990099	2.5	6.50298210735586	6	7	Public	recent	0.6600429	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3399571
78103	78103_1	1	1	6	NA	NA	5	6	2	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
78109	78109_1	2	1	5.29347826086957	6.68539325842697	3.66666666666667	6.51704545454545	5.29411764705882	15	Private	recent	0.74538	2	79	Arm Eiken-beukenbos	Volledig in bos	0.25462
78127	78127_2	2	1	6.81727574750831	3.49828178694158	3.9010989010989	6.50943396226415	5.18461538461538	11	Private	recent	0.7190858	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2809142
78133	78133_1	1	1	4	6.6	4	6.6	6.5	5	Public	recent	0.6372307	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3627693
78133	78133_2	2	1	3.77777777777778	7	NA	5.4	5.5	4	Public	recent	0.6372307	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3627693
78135	78135_1	1	1	6.93207547169811	1.09885931558935	2.71428571428571	6.8957528957529	5.1	6	Private	recent	0.6913747	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3086253
78135	78135_2	2	0.8	6.17460317460317	4.43137254901961	3.65853658536585	5.94871794871795	5.61764705882353	14	Public	recent	0.6913747	2	79	Arm Eiken-beukenbos	Rand	0.3086253
78136	78136_2	2	0.55	6.88297872340426	1.19565217391304	2	6.8936170212766	5.30769230769231	6	Private	NA	0.643573	2	79	Arm Eiken-beukenbos	Rand	0.356427
78140	78140_2	2	0.69	5.47798742138365	5.72794117647059	3.85483870967742	6.03921568627451	5.66666666666667	15	Public	recent	0.7272946	2	78	Arm Eiken-beukenbos	Rand	0.2727054
78142	78142_2	2	0.83	5.27027027027027	5.36923076923077	2.9	5.41666666666667	5.32	11	Public	recent	0.6624479	2	78	Arm Eiken-beukenbos	Rand	0.3375521
78143	78143_2	2	1	6.65151515151515	2.11026615969582	3.05714285714286	6.268	5.04395604395604	12	Private	recent	0.835355	2	79	Arm Eiken-beukenbos	Volledig in bos	0.164645
78148	78148_1	1	1	6.18181818181818	4	3.66666666666667	7	5.9	6	Public	recent	0.8449253	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1550747
78148	78148_1	2	1	3.62222222222222	3.05555555555556	3.14634146341463	5.07317073170732	5.83333333333333	7	Public	recent	0.8449253	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1550747
78150	78150_1	1	1	5.83333333333333	3	4	5.6	6	6	Private	recent	0.7909112	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2090888
78150	78150_1	2	1	4.81451612903226	6.8961038961039	4	5.76724137931035	5.97727272727273	10	Private	recent	0.7909112	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2090888
78156	78156_2	2	1	4.86764705882353	4.20353982300885	4.03921568627451	4.36274509803922	5.24	13	Public	recent	0.9208928	2	79	Arm Eiken-beukenbos	Volledig in bos	0.0791072
78158	78158_2	2	1	6.86363636363636	5	3	6.5	5	8	Private	recent	0.7346848	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2653152
81065	81065_1	1	1	5.76470588235294	4	4.5	6.15384615384615	6	7	Private	recent	0.6817433	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3182567
81065	81065_2	2	1	5.98387096774194	3	4	5.64150943396226	5.975	8	Private	recent	0.6817433	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3182567
81066	81066_1	1	1	6.63157894736842	3.92857142857143	4.57894736842105	5.5	5.64285714285714	10	Private	recent	0.6519724	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3480276
81066	81066_2	2	1	6.93617021276596	2.88888888888889	2.73076923076923	4.17647058823529	5.55555555555556	8	Private	recent	0.6519724	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3480276
81073	81073_2	2	1	6.96338028169014	1.06779661016949	4	6.99154929577465	6	4	Private	recent	0.6875312	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3124688
81082	81082_1	1	1	7	NA	NA	NA	6	1	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
81090	81090_1	2	1	6.19312169312169	2.61676646706587	2.07692307692308	6.35344827586207	5.97560975609756	12	Private	recent	0.6484216	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3515784
81101	81101_1	1	1	6.5	8.5	5.5	5.5	5	4	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
81126	81126_2	2	0.64	6.19767441860465	4.15384615384615	2.72549019607843	6.16959064327485	5.16831683168317	21	Public	NA	0.4082746	2	79	Arm Eiken-beukenbos	Rand	0.5917254
81131	81131_1	1	1	6.51401869158879	5.88461538461539	2.73076923076923	6.84158415841584	5.09090909090909	11	Public	recent	0.4905436	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5094564
81131	81131_2	2	1	5.96330275229358	3.81818181818182	3.38888888888889	5.28865979381443	5.91666666666667	13	Public	recent	0.4905436	2	79	Arm Eiken-beukenbos	Volledig in bos	0.5094564
81133	81133_1	1	1	5.97311827956989	3.00552486187845	2.09756097560976	7.72727272727273	6	7	Public	recent	0.7479841	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2520159
81133	81133_1	2	1	5.28571428571429	4.94366197183099	2.20512820512821	6.225	6	6	Public	recent	0.7479841	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2520159
81146	81146_1	1	1	6.98218829516539	1.02272727272727	3.8	7.01123595505618	6	8	Public	recent	0.6480379	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3519621
81146	81146_2	2	1	7.08313539192399	1.07537688442211	1.3125	7.01111111111111	5.38461538461539	12	Public	recent	0.6480379	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3519621
82037	82037_2	2	0.69	5.1970802919708	6.01612903225806	3.88888888888889	5.87096774193548	5.97916666666667	13	Private	recent	0.2686142	2	79	Arm Eiken-beukenbos	Rand	0.7313858
82061	82061_1	2	1	5.73913043478261	3.92307692307692	2.54166666666667	5.61904761904762	5.75	10	Private	recent	0.3133102	2	78	Arm Eiken-beukenbos	Volledig in bos	0.6866898
82126	82126_2	2	1	5	6.6	4	5.44444444444444	6.16666666666667	6	Private	recent	0.5784597	2	69	Eiken-beukenbos	Volledig in bos	0.4215403
83017	83017_1	1	1	5.85714285714286	4	3.88888888888889	6.66666666666667	6	7	Private	recent	0.6971015	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3028985
83017	83017_2	2	1	6.42408376963351	2.16753926701571	2.83333333333333	6.77368421052632	5.8	6	Private	recent	0.6971015	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3028985
83019	83019_1	1	1	6.00347222222222	3.13076923076923	2.07692307692308	7	6	8	Private	recent	0.5397506	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4602494
83019	83019_1	2	1	5.83206106870229	3.36363636363636	2.0225988700565	6	6	4	Private	recent	0.5397506	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4602494
83067	83067_1	1	1	6.73846153846154	5.46875	6.34375	5.11111111111111	5.72727272727273	16	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
83069	83069_1	1	1	6.62857142857143	3.68	4.38888888888889	6.43478260869565	5.95652173913043	10	Public	recent	0.5539187	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4460813
83069	83069_2	2	1	7.17011494252874	3.89168765743073	3.32743362831858	7.2	5.1039755351682	23	Public	recent	0.5539187	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4460813
83070	83070_1	1	1	6.48905109489051	5.37453183520599	6.59677419354839	8.71372549019608	5.61627906976744	23	Private	recent	0.2708988	1	20	Elzenbroekbos	Volledig in bos	0.7291012
83070	83070_2	2	0.57	6.35673624288425	5.68217054263566	6.61368209255533	8.77906976744186	5.39779005524862	22	Private	recent	0.2708988	2	20	Elzenbroekbos	Rand	0.7291012
83083	83083_1	1	1	4.95238095238095	5.74509803921569	2.66666666666667	6.20512820512821	6	6	Public	recent	0.569454	1	79	Arm Eiken-beukenbos	Volledig in bos	0.430546
83083	83083_2	2	1	4.70562770562771	5.66666666666667	2.125	6.05194805194805	6	6	Public	recent	0.569454	2	79	Arm Eiken-beukenbos	Volledig in bos	0.430546
83086	83086_1	1	1	6.27272727272727	2.64406779661017	2.21428571428571	6.94230769230769	6	8	Public	recent	0.7144848	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2855152
83086	83086_2	2	1	5.63478260869565	4.61290322580645	3.12280701754386	6.18461538461538	5.80769230769231	14	Public	recent	0.7144848	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2855152
83091	83091_2	2	1	6.29940119760479	2.38461538461538	4	6.80239520958084	6	5	Public	recent	0.7314129	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2685871
83094	83094_2	2	0.84	5.66071428571429	3.97619047619048	2.76923076923077	5.7	5.47058823529412	11	Private	recent	0.4814394	2	79	Arm Eiken-beukenbos	Rand	0.5185606
83102	83102_1	1	1	6.1304347826087	3.61818181818182	2.69230769230769	6.02272727272727	5.8	13	Private	recent	0.408452	1	78	Arm Eiken-beukenbos	Volledig in bos	0.591548
83102	83102_2	2	0.8	5.23255813953488	4.24902723735409	2.85875706214689	5.28975265017668	5.04694835680751	13	Private	recent	0.408452	2	78	Arm Eiken-beukenbos	Rand	0.591548
83103	83103_1	1	1	6.15168539325843	3.16477272727273	2.50292397660819	5.92307692307692	5.77272727272727	11	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
83108	83108_1	2	1	4.58196721311475	5.56140350877193	2	6.05063291139241	6	7	Public	recent	0.6835175	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3164825
83112	83112_2	2	1	4.07051282051282	7.00662251655629	5	6.05769230769231	6	6	Private	recent	0.6133647	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3866353
83116	83116_1	1	1	6.69444444444444	3.7319587628866	3.23809523809524	7.80327868852459	5.07784431137725	10	Public	recent	0.5187597	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4812403
83116	83116_1	2	0.92	4.63157894736842	4.11111111111111	5.5	5.63157894736842	5	7	Public	recent	0.5187597	2	79	Arm Eiken-beukenbos	Rand	0.4812403
83119	83119_2	2	1	6.87465181058496	5.25428571428571	4.71428571428571	6.06467661691542	5.45697329376855	16	Public	NA	0.6637424	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3362576
83121	83121_1	1	1	5.80201342281879	6.90068493150685	6.45378151260504	6.08900523560209	5.6039603960396	21	Private	recent	0.4243724	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5756276
83121	83121_2	2	0.84	4.88950276243094	7.33591004919185	6.7852897473997	6.37813370473538	5.35240963855422	18	Private	recent	0.4243724	2	79	Arm Eiken-beukenbos	Rand	0.5756276
83127	83127_2	2	1	6.01851851851852	2.97014925373134	1.95454545454545	6.67256637168142	6	8	Public	recent	0.8094721	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1905279
83132	83132_1	1	1	4.70754716981132	6.31818181818182	3	6.05063291139241	6	6	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
83139	83139_1	2	1	5.42117117117117	4.2183908045977	2.00796812749004	6.1989247311828	6	8	Public	recent	0.7143109	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2856891
83140	83140_2	2	1	4.08805031446541	6.79810725552051	2	6.02265372168285	6	7	Public	recent	0.7007527	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2992473
83143	83143_2	2	0.73	6.98863636363636	1.24260355029586	3.45833333333333	7	5.55555555555556	13	Private	recent	0.5853449	2	79	Arm Eiken-beukenbos	Rand	0.4146551
83147	83147_1	1	1	3	NA	NA	5	5	2	Public	recent	0.6430408	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3569592
83147	83147_1	2	1	3	NA	NA	5	5	1	Public	recent	0.6430408	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3569592
83148	83148_1	1	1	4.5	NA	NA	5	5.5	2	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
84016	84016_1	2	1	5.12550607287449	5.92307692307692	5.63917525773196	7.08906882591093	5.04123711340206	8	Private	recent	0.8471658	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1528342
84048	84048_2	2	1	4.80952380952381	5.57627118644068	2.42553191489362	6.04597701149425	6	9	Public	recent	0.5402318	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4597682
84070	84070_1	1	1	6.0455764075067	3.03351955307263	2.08791208791209	6.22222222222222	6	8	Public	recent	0.7127729	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2872271
84070	84070_2	2	1	6.01176470588235	3	2.075	5.33333333333333	6	7	Public	recent	0.7127729	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2872271
84078	84078_2	2	0.65	6.02542372881356	5.14851485148515	3.81081081081081	5.53846153846154	5.56666666666667	15	Public	recent	0.6483979	2	78	Arm Eiken-beukenbos	Rand	0.3516021
84085	84085_1	1	1	5.63157894736842	6.16666666666667	3.6	5.28571428571429	6	6	Public	recent	0.4589659	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5410341
84085	84085_2	2	0.78	6.49425287356322	4.14864864864865	3.11428571428571	4.87179487179487	5.62857142857143	16	Public	recent	0.4589659	2	79	Arm Eiken-beukenbos	Rand	0.5410341
84093	84093_2	2	1	5.35021097046414	4.41772151898734	2.15189873417722	6.04395604395604	5	7	Public	recent	0.6864414	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3135586
84097	84097_1	1	1	6.38775510204082	6.66272189349112	6.41269841269841	6.73762376237624	5.15450643776824	31	Public	recent	NA	1	20	Elzenbroekbos	Volledig in bos	NA
84098	84098_1	1	1	6.36538461538461	2.24444444444444	3.83333333333333	6.80851063829787	6	9	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
84100	84100_1	1	1	6	NA	4	5	6	2	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
84102	84102_1	1	1	5.72727272727273	5.47272727272727	2	5.5625	5.69230769230769	5	Public	recent	0.6255606	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3744394
84102	84102_1	2	1	5.95323741007194	3.13076923076923	2.06949806949807	6.27777777777778	6.2	11	Public	recent	0.6255606	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3744394
84114	84114_1	1	1	6.42307692307692	2.56	4	6.64	6	11	Private	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
84117	84117_1	1	1	6	3	2	5	6	2	Public	recent	0.7332196	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2667804
84117	84117_1	2	1	4	7	NA	6	NA	2	Public	recent	0.7332196	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2667804
84118	84118_1	1	1	4.19636363636364	6.87596899224806	3	5.95057034220532	6	7	Public	recent	0.8456637	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1543363
84118	84118_1	2	1	6.08888888888889	3	2.72	5	6	6	Public	recent	0.8456637	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1543363
84119	84119_1	1	1	6.72043010752688	3.47368421052632	2.52631578947368	5	6	9	Public	recent	0.6949258	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3050742
84119	84119_1	2	1	4	7	NA	6	NA	4	Public	recent	0.6949258	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3050742
84126	84126_2	2	1	4.98863636363636	3.13076923076923	2	5.78571428571429	6	5	Private	recent	0.8375403	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1624597
84134	84134_1	1	1	5.83333333333333	6.9	7	5.03846153846154	5.71428571428571	7	Private	recent	0.7968756	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2031244
84134	84134_2	2	1	4.74626865671642	6.93333333333333	4	5.7741935483871	6.08695652173913	9	Private	recent	0.7968756	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2031244
84135	84135_1	1	1	6.41584158415842	4.03409090909091	3.24193548387097	5.48148148148148	5.47916666666667	15	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
84142	84142_2	2	1	5.48148148148148	6.6	3.9	5.64285714285714	6	6	Private	recent	0.7073414	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2926586
85002	85002_2	2	1	6.64389233954451	3.6438679245283	4.39880952380952	5.43734643734644	5.37662337662338	38	Public	NA	0.2234945	2	79	Arm Eiken-beukenbos	Volledig in bos	0.7765055
85004	85004_1	1	1	5.99619771863118	3.015625	2.05791505791506	5.66666666666667	6	9	Public	recent	0.6880658	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3119342
85004	85004_1	2	1	5.73151750972763	3.06986899563319	2.10924369747899	7.21428571428571	6	9	Public	recent	0.6880658	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3119342
85019	85019_1	1	1	6.9859943977591	1	4	7.0056338028169	6	5	Public	recent	0.5024709	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4975291
85019	85019_2	2	1	6.97222222222222	1	4	7.01944444444444	6	3	Public	recent	0.5024709	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4975291
85034	85034_1	1	1	7.15384615384615	1.1989247311828	1.325	7.20634920634921	5.18604651162791	6	Public	recent	0.4170114	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5829886
85034	85034_1	2	1	6.99657534246575	1.14079422382671	2.27027027027027	7.07326007326007	5.44444444444444	11	Public	recent	0.4170114	2	79	Arm Eiken-beukenbos	Volledig in bos	0.5829886
85052	85052_1	1	1	5.8	3.55555555555556	3.125	5.66666666666667	5.94736842105263	11	Private	recent	0.6919128	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3080872
85052	85052_2	2	1	5.55555555555556	3.94117647058824	3.57142857142857	5.71428571428571	5.71428571428571	9	Private	recent	0.6919128	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3080872
85061	85061_1	2	1	4.71212121212121	5.61538461538461	4	6.22699386503067	6	6	Public	recent	0.7479841	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2520159
85064	85064_1	2	1	6.90476190476191	1.12154696132597	3.25	6.97790055248619	5.75	9	Private	recent	0.6173744	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3826256
85065	85065_1	1	1	6.09782608695652	7.49789029535865	6.47252747252747	5.91111111111111	5.77777777777778	11	Private	recent	0.699143	1	79	Arm Eiken-beukenbos	Volledig in bos	0.300857
85065	85065_1	2	1	5.19266055045872	5.06137184115523	3.67248908296943	5.45964912280702	5.28780487804878	11	Private	recent	0.699143	2	79	Arm Eiken-beukenbos	Volledig in bos	0.300857
85067	85067_2	2	1	4.24404761904762	6.76100628930818	2.66666666666667	5.9559748427673	6	10	Private	recent	0.7469321	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2530679
85068	85068_2	2	0.49	5.53125	4.4	5.15384615384615	5.17391304347826	5.58333333333333	13	Private	NA	0.5046652	2	78	Arm Eiken-beukenbos	Rand	0.4953348
85069	85069_1	1	1	4.48837209302326	6.63157894736842	3.66666666666667	6.08108108108108	6	8	Public	recent	0.7886962	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2113038
85069	85069_1	2	1	5.7378640776699	4.03658536585366	3.3125	6.45121951219512	5.75	15	Public	recent	0.7886962	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2113038
85070	85070_1	1	1	6.53672316384181	3.66331658291457	3.53191489361702	6.10924369747899	5.66666666666667	19	Private	recent	0.6503689	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3496311
85070	85070_1	2	1	6.64705882352941	1.7378640776699	2.83870967741935	6.6530612244898	5.64	17	Private	recent	0.6503689	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3496311
85081	85081_1	1	1	6	6.86666666666667	4.58333333333333	5.64285714285714	5.86666666666667	15	Private	recent	0.7800912	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2199088
85081	85081_1	2	1	5.96753246753247	4.42857142857143	3.84615384615385	5.03409090909091	5.96969696969697	12	Private	recent	0.7800912	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2199088
85091	85091_2	2	1	4.98907103825137	3.20245398773006	2.12025316455696	6.52	5.6	15	Private	oud	0.8545006	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1454994
85092	85092_2	2	1	6	NA	4	5	6	3	Private	recent	0.8725615	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1274385
85100	85100_2	2	1	5.22346368715084	2.90532544378698	2.03703703703704	6.4	5.9	8	Private	oud	0.9076496	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0923504000000001
85108	85108_1	2	1	6.37638376383764	1.68833652007648	2.0635838150289	6.92876712328767	5.73684210526316	15	Private	oud	0.8927575	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1072425
