IDPlots	IDGroup	Periode	PlotWeight	v40_L	v41_N	v42_R	v43_V	v44_T	NbHerbL	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv
178038	178038_2	2	0.75	6.93827160493827	6.5363321799308	6.36538461538461	7.60509554140127	5.53846153846154	28	Private	recent	0.6761306	2	20	Elzenbroekbos	Rand	0.3238694
178040	178040_2	2	0.91	6.02380952380952	3.09189189189189	2.26111111111111	5.66666666666667	5.53846153846154	18	Public	NA	0.4497651	2	78	Arm Eiken-beukenbos	Rand	0.5502349
178042	178042_1	2	1	5.99290780141844	2.94052044609665	2.07434944237918	6.95652173913043	5.92857142857143	7	Private	recent	0.8432441	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1567559
178046	178046_2	2	1	6.70807453416149	6.37898089171975	6.39568345323741	8.22012578616352	5.28402366863905	28	Private	recent	0.6296097	2	20	Elzenbroekbos	Volledig in bos	0.3703903
178047	178047_2	2	0.63	6.23529411764706	6.38888888888889	5.18181818181818	5.57692307692308	5.80769230769231	10	Private	NA	0.3893774	2	78	Arm Eiken-beukenbos	Rand	0.6106226
178057	178057_1	2	1	6.22222222222222	3.1505376344086	2.42708333333333	5.66666666666667	5	9	Public	recent	0.642414	2	78	Arm Eiken-beukenbos	Volledig in bos	0.357586
178065	178065_1	1	1	6.01595744680851	2.99442896935933	2.08695652173913	7.5	5.72222222222222	8	Public	recent	0.7022296	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2977704
178065	178065_2	2	1	6.27272727272727	3.32075471698113	2.89583333333333	7	5.20454545454545	6	Public	recent	0.7022296	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2977704
178071	178071_1	1	1	5.71844660194175	3.76530612244898	2.24698795180723	5.80434782608696	5.94736842105263	13	Private	recent	0.6160339	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3839661
178071	178071_2	2	1	5.63157894736842	3.88	2.85714285714286	6.05882352941176	5.69230769230769	10	Private	recent	0.6160339	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3839661
178081	178081_2	2	1	5.88695652173913	3.48387096774194	2.36082474226804	6.63636363636364	5.65384615384615	11	Public	recent	0.6085727	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3914273
178089	178089_2	2	1	6.60245901639344	5.309963099631	6.34117647058823	5.86466165413534	5.98952879581152	16	Private	recent	0.6416084	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3583916
178092	178092_2	2	1	6.76666666666667	7.62950819672131	6.85135135135135	6.24829931972789	6.22857142857143	12	Private	recent	0.4958733	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5041267
178101	178101_1	1	1	5.97560975609756	3.85185185185185	2.83333333333333	5.89473684210526	5.8	12	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
178107	178107_1	2	1	6.05660377358491	3.2125	2.10126582278481	5.94444444444444	6	11	Private	recent	0.5991442	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4008558
178108	178108_1	2	1	5.30172413793103	3.06862745098039	2.34313725490196	6.61904761904762	5.5	12	Public	recent	0.7519877	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2480123
178111	178111_2	2	1	6.18947368421053	3.32818532818533	2.86561264822134	5.43137254901961	5.08018867924528	18	Private	recent	0.667466	2	78	Arm Eiken-beukenbos	Volledig in bos	0.332534
178113	178113_1	1	1	6.03061224489796	2.99166666666667	2.07588075880759	5.71428571428571	5.93333333333333	12	Public	recent	0.7341068	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2658932
178113	178113_2	2	1	5.99658703071672	3.02985074626866	2.0634328358209	6.41176470588235	6	13	Public	recent	0.7341068	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2658932
178114	178114_1	1	1	6.0156862745098	3	2	5	6	4	Public	recent	0.7529414	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2470586
178114	178114_2	2	1	5.98921832884097	3.0225988700565	2.07162534435262	6.58823529411765	5.80952380952381	6	Public	recent	0.7529414	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2470586
178115	178115_1	1	1	6.07142857142857	2.85964912280702	2.0911528150134	7.12244897959184	6	14	Public	NA	0.8034751	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1965249
178115	178115_2	2	1	6	2.90697674418605	2.75471698113208	6.94444444444444	6.13333333333333	13	Public	NA	0.8034751	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1965249
178116	178116_1	1	1	6.00902934537246	2.85547785547786	2.03517587939698	6.95454545454545	6	14	Public	recent	0.778052	1	78	Arm Eiken-beukenbos	Volledig in bos	0.221948
178116	178116_1	2	1	5.08490566037736	3.9126213592233	2.07692307692308	6.29032258064516	6	7	Public	recent	0.778052	2	78	Arm Eiken-beukenbos	Volledig in bos	0.221948
178122	178122_1	2	1	5.95652173913043	2.15151515151515	2.4	6.26923076923077	6	6	Public	recent	0.6833772	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3166228
178123	178123_1	2	1	5.23728813559322	2.82543640897756	2.0427807486631	6.90697674418605	6	8	Public	recent	0.8716	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1284
178124	178124_2	2	1	5.24747474747475	2.98989898989899	2	6.69230769230769	NA	7	Public	recent	0.7607869	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2392131
178129	178129_2	2	0.75	6.40223463687151	4.57142857142857	4.22222222222222	7.0546875	5.51428571428571	35	Public	NA	0.5518652	2	79	Arm Eiken-beukenbos	Rand	0.4481348
178130	178130_1	1	1	5.99233716475096	3.41409691629956	2.15300546448087	6.10294117647059	5.88888888888889	17	Public	recent	0.6538393	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3461607
178130	178130_2	2	1	6.0078125	4.45535714285714	3.76623376623377	5.58695652173913	5.44444444444444	25	Public	recent	0.6538393	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3461607
178131	178131_1	1	1	5.95283018867925	3.3	2.63888888888889	6.29411764705882	6	13	Public	recent	0.8193046	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1806954
178131	178131_1	2	1	5.41269841269841	2.85164835164835	2.05389221556886	6.94230769230769	6	10	Public	recent	0.8193046	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1806954
178132	178132_1	1	1	6.13907284768212	6.09219858156028	5.325	7.52702702702703	5.38983050847458	21	Private	recent	0.5831013	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4168987
178132	178132_2	2	0.83	4.78666666666667	6.95675675675676	6.54385964912281	6.9	5.35714285714286	13	Private	recent	0.5831013	2	79	Arm Eiken-beukenbos	Rand	0.4168987
178137	178137_1	2	1	4.9985549132948	5.12406576980568	2.14373088685015	6.04370179948586	5.38461538461539	18	Public	recent	0.801384	2	78	Arm Eiken-beukenbos	Volledig in bos	0.198616
178138	178138_2	2	1	4.79310344827586	6.36363636363636	3.35714285714286	5.92682926829268	5.2	8	Public	recent	0.7621247	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2378753
178145	178145_1	1	1	6.98366013071895	1.48287671232877	3.59090909090909	6.97260273972603	5.96296296296296	10	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
178147	178147_1	1	1	6.34722222222222	2.37254901960784	2.37209302325581	6.83333333333333	6	7	Private	recent	0.478169	1	78	Arm Eiken-beukenbos	Volledig in bos	0.521831
178147	178147_1	2	1	6.42857142857143	2.55696202531646	2.89583333333333	6.79487179487179	5.18604651162791	8	Private	recent	0.478169	2	78	Arm Eiken-beukenbos	Volledig in bos	0.521831
178158	178158_2	2	1	4.16831683168317	6.5	2.94117647058824	5.85227272727273	5	7	Private	recent	0.6977113	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3022887
178159	178159_2	2	1	4.94444444444444	3.85714285714286	2.94117647058824	5.2	5	7	Private	recent	0.5858651	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4141349
181003	181003_1	1	1	7.0440251572327	1.83333333333333	3.94202898550725	7.76595744680851	5.93939393939394	13	Private	recent	0.7266042	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2733958
181003	181003_2	2	1	6.85542168674699	4.08433734939759	6.57446808510638	8.53012048192771	5.20454545454545	9	Private	recent	0.7266042	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2733958
181004	181004_1	1	1	6.03157894736842	3.02228412256267	2.03856749311295	7	6	9	Private	recent	0.8777626	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1222374
181004	181004_1	2	1	5.96575342465753	3.13483146067416	2.11070110701107	6.63636363636364	6	10	Private	recent	0.8777626	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1222374
181012	181012_1	2	1	5.99209486166008	3.01587301587302	2.01190476190476	5.5	6	4	Public	recent	0.7690315	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2309685
181027	181027_2	2	1	6.27272727272727	7.57333333333333	6.38983050847458	6.33898305084746	5.71428571428571	10	Public	recent	0.692072	2	78	Arm Eiken-beukenbos	Volledig in bos	0.307928
181035	181035_1	1	1	6.296	5.39068100358423	6.49484536082474	6.68478260869565	5.57	27	Public	recent	0.6108891	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3891109
181035	181035_1	2	1	6.59310344827586	5.17721518987342	4.64285714285714	6.93918918918919	5.43529411764706	21	Public	recent	0.6108891	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3891109
181043	181043_2	2	1	6.86687797147385	6.28964401294498	6.18840579710145	6.87668918918919	5.16551724137931	32	Private	recent	NA	2	79	Arm Eiken-beukenbos	Volledig in bos	NA
181051	181051_1	1	1	7.86294416243655	7.06467661691542	6.94615384615385	6.13725490196078	5.06578947368421	14	Private	recent	0.2057129	1	78	Arm Eiken-beukenbos	Volledig in bos	0.7942871
181051	181051_2	2	1	6.20164609053498	6.63838383838384	6.01044386422976	6.17768595041322	5.47191011235955	25	Private	recent	0.2057129	2	78	Arm Eiken-beukenbos	Volledig in bos	0.7942871
181057	181057_2	2	0.84	6.02319587628866	3.04632152588556	2.05994550408719	6.6	6	12	Private	recent	0.5199224	2	78	Arm Eiken-beukenbos	Rand	0.4800776
181060	181060_2	2	0.63	6.29268292682927	3.80952380952381	3	5.5	5.60606060606061	7	Private	recent	0.3695132	2	79	Arm Eiken-beukenbos	Rand	0.6304868
181067	181067_2	2	0.76	4.97826086956522	7.1063829787234	6.25	5.98148148148148	5.33333333333333	16	Private	NA	0.4376886	2	40	Elzen-vogelkersbos	Rand	0.5623114
181076	181076_2	2	0.62	5.61538461538461	3.64390243902439	2.43085106382979	5.17560975609756	5.10294117647059	16	Private	recent	0.5330164	2	78	Arm Eiken-beukenbos	Rand	0.4669836
181084	181084_1	1	1	5.93632075471698	3.06045340050378	2.08020050125313	6.38461538461539	5.9375	15	Private	recent	0.6375746	1	79	Arm Eiken-beukenbos	Volledig in bos	0.3624254
181084	181084_2	2	0.75	5.30952380952381	2.98989898989899	2.04232804232804	6.29411764705882	6	10	Private	recent	0.6375746	2	79	Arm Eiken-beukenbos	Rand	0.3624254
181085	181085_2	2	0.65	6.32338308457711	4.86813186813187	5.11764705882353	6.21628498727735	5.90333333333333	23	Private	NA	0.6806147	2	78	Arm Eiken-beukenbos	Rand	0.3193853
181090	181090_1	2	1	6	3.13793103448276	2.28260869565217	6.5	5.57894736842105	11	Public	recent	0.5777695	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4222305
181092	181092_2	2	1	5.08139534883721	3.10625	2.10975609756098	6.23076923076923	5.9	11	Private	recent	0.823622	2	78	Arm Eiken-beukenbos	Volledig in bos	0.176378
181093	181093_2	2	0.86	4.03305785123967	6.5	5.66666666666667	5.01933701657459	5.00278551532033	11	Public	recent	0.7137251	2	78	Arm Eiken-beukenbos	Rand	0.2862749
181094	181094_2	2	1	5.5218045112782	7.13149350649351	6.87709497206704	6.20614828209765	5.2192118226601	45	Public	recent	0.8100192	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1899808
181095	181095_2	2	1	5.9625	7.13849765258216	6.65853658536585	5.95431472081218	5.8494623655914	25	Public	recent	0.7094069	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2905931
181098	181098_1	1	1	5.43968871595331	4.2655601659751	2.16265060240964	5.98936170212766	5.85714285714286	15	Public	recent	0.7128085	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2871915
181098	181098_2	2	1	5.14202898550725	4.82445141065831	2.20786516853933	6.1271676300578	6	12	Public	recent	0.7128085	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2871915
181099	181099_1	1	1	6	3.33333333333333	3.08823529411765	6.4	5.72222222222222	13	Private	recent	0.5599951	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4400049
181099	181099_1	2	1	5.35922330097087	4.64444444444444	2.43636363636364	5.89583333333333	5.36	10	Private	recent	0.5599951	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4400049
181100	181100_1	1	1	6.25	3.06140350877193	2.20353982300885	5.61538461538461	5.88888888888889	19	Private	recent	0.7561366	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2438634
181100	181100_2	2	1	5.9963768115942	2.98507462686567	2.02702702702703	6.61904761904762	6	11	Private	recent	0.7561366	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2438634
181102	181102_1	1	1	6.03107344632768	6.88809946714032	6.88927335640138	6.1375	5.69811320754717	21	Public	recent	0.7682613	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2317387
181102	181102_2	2	1	6.63244353182752	6.37577002053388	5.46428571428571	5.9275053304904	5.5	21	Public	recent	0.7682613	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2317387
181103	181103_1	1	1	6.17391304347826	7.3405017921147	6.72	6.2448275862069	5.66666666666667	27	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
181104	181104_1	1	1	7.02238805970149	7.734375	6.67048710601719	6.36624203821656	5.52238805970149	7	Private	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA
181105	181105_2	2	1	5.96533333333333	3.03013698630137	2.05753424657534	6.5	5.85714285714286	15	Private	recent	0.6879469	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3120531
181106	181106_2	2	1	5.91503267973856	2.97231833910035	2.05460750853242	6.66666666666667	6	9	Private	recent	0.6895172	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3104828
181109	181109_2	2	1	6.81992337164751	2.14957264957265	4.07777777777778	7.21653543307087	5.25301204819277	16	Private	recent	0.8180479	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1819521
181110	181110_2	2	1	6.33443708609272	7.08056872037915	6.55421686746988	6.50585480093677	5.61068702290076	39	Public	recent	0.7086679	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2913321
181113	181113_1	1	1	6	3.68571428571429	2.77777777777778	6.39130434782609	5.93333333333333	13	Private	recent	0.6478156	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3521844
181113	181113_1	2	1	4.52958579881657	6.06748466257669	2.1125	6.01158301158301	6	8	Private	recent	0.6478156	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3521844
181114	181114_1	1	1	6.02040816326531	3.27027027027027	2.85714285714286	6.36	6	11	Public	recent	0.8237429	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1762571
181114	181114_2	2	0.85	5.14285714285714	4.88709677419355	2.90909090909091	6.33050847457627	5.75	11	Public	recent	0.8237429	2	78	Arm Eiken-beukenbos	Rand	0.1762571
181116	181116_1	1	1	5.99738219895288	3.03333333333333	2.1029810298103	7.2	6	12	Public	recent	0.7801647	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2198353
181116	181116_2	2	1	5.98963730569948	3.0771349862259	2.05013927576602	6.69230769230769	6	11	Public	recent	0.7801647	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2198353
181122	181122_1	2	1	5.12919896640827	2.952	2.0427807486631	7.30769230769231	6	8	Public	recent	0.8601535	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1398465
181124	181124_1	2	1	5.39495798319328	4.27927927927928	2.125	5.875	5.8	7	Private	recent	0.7466091	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2533909
181130	181130_1	1	1	6.36	6.375	6	5.83333333333333	5.94444444444444	16	Public	recent	0.7018884	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2981116
181130	181130_2	2	1	6.08029197080292	4.85245901639344	3.93269230769231	6.304	5.18279569892473	28	Private	recent	0.7018884	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2981116
181137	181137_1	2	1	5.95454545454545	3.82692307692308	2.89583333333333	5.70588235294118	5.22222222222222	10	Private	recent	0.5373087	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4626913
181138	181138_2	2	1	4.61946902654867	5.7981220657277	2.38235294117647	6	5.5	11	Public	recent	0.6462856	2	79	Arm Eiken-beukenbos	Volledig in bos	0.3537144
181146	181146_1	1	1	7.10077519379845	4.05042016806723	2.86896551724138	5.80128205128205	5.3	30	Public	NA	0.5508925	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4491075
181146	181146_2	2	1	6.72935779816514	4.37810945273632	3.8	5.81865284974093	5.97826086956522	21	Public	NA	0.5508925	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4491075
181148	181148_1	1	1	5.96428571428571	5	3.4375	6.125	5.86666666666667	13	Private	oud	0.7299124	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2700876
181155	181155_2	2	0.91	6.71428571428571	1	4	7.5	6	5	Public	recent	0.4499418	2	79	Arm Eiken-beukenbos	Rand	0.5500582
181156	181156_1	2	1	5.732	2.96506550218341	2.10924369747899	6.66666666666667	6	10	Public	NA	0.7925902	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2074098
182097	182097_1	1	1	6.15217391304348	4.38888888888889	3.82857142857143	5.96296296296296	5.61111111111111	22	Public	recent	NA	1	20	Elzenbroekbos	Volledig in bos	NA
182117	182117_2	2	0.94	7.35034013605442	5.68421052631579	4.93321299638989	7.70170015455951	5.37894736842105	32	Private	NA	0.5054829	2	20	Elzenbroekbos	Rand	0.4945171
182132	182132_1	1	1	6.07142857142857	3.07317073170732	2.08077994428969	6.1	6	11	Private	recent	0.4262128	1	79	Arm Eiken-beukenbos	Volledig in bos	0.5737872
182132	182132_2	2	0.76	6.80645161290323	6.02040816326531	3.47368421052632	6.11111111111111	5.97916666666667	10	Private	recent	0.4262128	2	79	Arm Eiken-beukenbos	Rand	0.5737872
182143	182143_1	1	1	7.35836177474403	6.90036900369004	7.2	7.83410138248848	5.27152317880795	25	Private	recent	0.8328021	1	20	Elzenbroekbos	Volledig in bos	0.1671979
182143	182143_1	2	1	6.44339622641509	5.65087281795511	5.83516483516483	7.82592592592593	5.89	24	Private	recent	0.8328021	2	20	Elzenbroekbos	Volledig in bos	0.1671979
182149	182149_1	1	1	7.25287356321839	5.64985994397759	6.12162162162162	6.77966101694915	5.5993690851735	24	Private	recent	0.6818511	1	20	Elzenbroekbos	Volledig in bos	0.3181489
182149	182149_1	2	1	6.84375	5.94915254237288	5.78787878787879	7.45	5.5	18	Private	recent	0.6818511	2	20	Elzenbroekbos	Volledig in bos	0.3181489
182151	182151_1	1	1	6.91186440677966	1.35664335664336	2.79411764705882	7.04166666666667	6	11	Private	recent	0.7923547	1	20	Elzenbroekbos	Volledig in bos	0.2076453
182151	182151_1	2	1	6.90932642487047	1.18498659517426	2.96	7.00549450549451	5.69230769230769	13	Public	recent	0.7923547	2	20	Elzenbroekbos	Volledig in bos	0.2076453
182152	182152_2	2	0.84	6.11111111111111	5.25073746312684	5.57990867579909	8.61079545454546	5.84920634920635	28	Private	NA	0.7840766	2	79	Arm Eiken-beukenbos	Rand	0.2159234
182155	182155_2	2	1	6.44642857142857	7.31891891891892	6.25874125874126	6.3046357615894	5.50617283950617	22	Private	recent	0.505353	2	20	Elzenbroekbos	Volledig in bos	0.494647
182157	182157_2	2	1	5.69230769230769	4.04	4.77272727272727	7.45	5.9	14	Private	recent	0.6225247	2	69	Eiken-beukenbos	Volledig in bos	0.3774753
182158	182158_1	2	1	4.95145631067961	3.71212121212121	2.10429447852761	6.27906976744186	5.23529411764706	8	Private	oud	0.6127094	2	69	Eiken-beukenbos	Volledig in bos	0.3872906
182159	182159_2	2	1	6.12376237623762	3.31547619047619	2.50943396226415	5.2020202020202	5.21929824561404	16	Private	NA	0.4965081	2	20	Elzenbroekbos	Volledig in bos	0.5034919
182160	182160_1	2	1	7	5	7	9	NA	3	Public	NA	0.8306646	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1693354
183153	183153_1	2	1	6.40927419354839	5.68041237113402	6.43776824034335	8.91017964071856	5.66666666666667	20	Private	recent	0.7859905	2	20	Elzenbroekbos	Volledig in bos	0.2140095
185001	185001_1	1	1	5.94736842105263	3.03164556962025	2.10543130990415	5.9375	5.62857142857143	15	Public	recent	0.7149459	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2850541
185001	185001_2	2	0.9	5.88038277511962	2.975	2.04522613065327	5.61111111111111	5.5	12	Public	recent	0.7149459	2	78	Arm Eiken-beukenbos	Rand	0.2850541
185002	185002_1	1	1	6.17256637168142	2.65740740740741	2.0467032967033	6.94047619047619	6	13	Public	NA	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
185003	185003_1	1	1	5.94536817102138	3.06516290726817	2.1219512195122	5.82352941176471	5.77777777777778	18	Public	recent	0.5356246	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4643754
185003	185003_1	2	1	5.56345177664975	3.21714285714286	2.23463687150838	5.33333333333333	5.39393939393939	12	Public	recent	0.5356246	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4643754
185004	185004_1	1	1	6.00986842105263	3.24912280701754	2.16967509025271	5.83333333333333	6	16	Private	oud	0.6874751	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3125249
185004	185004_1	2	1	5.91909385113269	3	2.01034482758621	5.3	6	13	Private	oud	0.6874751	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3125249
185006	185006_1	1	1	5.96491228070175	2.94623655913978	2.33663366336634	6.53846153846154	6	11	Public	recent	0.6667465	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3332535
185006	185006_2	2	1	5.24378109452736	3.06629834254144	2.17777777777778	5.96153846153846	5.83333333333333	18	Private	recent	0.6667465	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3332535
185010	185010_2	2	1	5.73030303030303	2.63106796116505	2.10924369747899	6.91752577319588	6	13	Public	recent	0.7894021	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2105979
185013	185013_1	2	1	5.97802197802198	3.04519774011299	3.002849002849	5.01101928374656	5.02506963788301	5	Private	recent	0.5847026	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4152974
185014	185014_2	2	1	7.006	5.55017921146953	5.19396551724138	6.79721669980119	5.53562005277045	29	Public	NA	0.7118856	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2881144
185021	185021_1	1	1	5.98944591029024	3.01078167115903	2.96	5.03651685393258	5.01685393258427	10	Private	recent	0.5235207	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4764793
185021	185021_2	2	0.58	6.04838709677419	3.26530612244898	2.60377358490566	5.11111111111111	6.66666666666667	9	Private	recent	0.5235207	2	78	Arm Eiken-beukenbos	Rand	0.4764793
185022	185022_1	1	1	5.19047619047619	5.33870967741935	2.83783783783784	5.68181818181818	5.59090909090909	14	Public	recent	0.7032179	1	79	Arm Eiken-beukenbos	Volledig in bos	0.2967821
185022	185022_2	2	0.89	5.78461538461538	4.45454545454545	3.18604651162791	5.41176470588235	5.2280701754386	11	Public	recent	0.7032179	2	79	Arm Eiken-beukenbos	Rand	0.2967821
185023	185023_1	1	1	6.1254752851711	6.97305389221557	6.8015873015873	6.22466960352423	5.62857142857143	17	Public	recent	0.6011704	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3988296
185023	185023_1	2	1	6.38461538461539	7.48701298701299	6.03333333333333	5.85952380952381	5.70238095238095	8	Public	recent	0.6011704	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3988296
185029	185029_2	2	1	4.876953125	5.04907975460123	2.19444444444444	6.04379562043796	5.73684210526316	14	Private	oud	0.8040441	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1959559
185034	185034_1	1	1	6.14492753623188	2.67796610169492	2.15625	6.66666666666667	6	12	Private	recent	0.2911936	1	78	Arm Eiken-beukenbos	Volledig in bos	0.7088064
185034	185034_2	2	0.56	5.4	4.33333333333333	3.72727272727273	5.3	5.55555555555556	11	Private	recent	0.2911936	2	78	Arm Eiken-beukenbos	Rand	0.7088064
185037	185037_1	1	1	5.37301587301587	3.14035087719298	2.13559322033898	7	6	8	Private	oud	0.7777222	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2222778
185037	185037_1	2	1	4.52714932126697	5.29816513761468	2.06282722513089	6.00396825396825	5.66666666666667	9	Private	oud	0.7777222	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2222778
185038	185038_1	1	1	6	3.375	3.0531914893617	4.984375	5.34375	11	Private	oud	0.7252191	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2747809
185038	185038_1	2	1	5.67792792792793	3.71662763466042	3.02506963788301	5.2073732718894	5.025	11	Public	oud	0.7252191	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2747809
185047	185047_2	2	0.84	6.57971014492754	7.67941712204007	6.69471624266145	6.41701244813278	5.68604651162791	31	Private	recent	0.5857075	2	20	Elzenbroekbos	Rand	0.4142925
185058	185058_1	2	1	5.27363184079602	2.95767195767196	2.08290155440414	6.66666666666667	6	8	Public	recent	0.4784431	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5215569
185062	185062_1	2	1	5.08074534161491	3.00657894736842	2.06410256410256	5.6	5.83333333333333	9	Public	recent	0.6680173	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3319827
185070	185070_1	1	1	6.42414860681115	6.31446540880503	3.73076923076923	5.05882352941176	5.90588235294118	10	Private	recent	0.5175551	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4824449
185070	185070_2	2	0.87	6.848	5.30597014925373	4.22222222222222	4.75	5.9	11	Private	recent	0.5175551	2	78	Arm Eiken-beukenbos	Rand	0.4824449
185075	185075_2	2	1	4.14634146341463	6.8961038961039	3.42857142857143	6	8	8	Private	recent	0.6690775	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3309225
185083	185083_1	1	1	6.18	5.55555555555556	4.17142857142857	5.57142857142857	6.10526315789474	16	Private	recent	0.6429231	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3570769
185083	185083_1	2	1	4.45283018867925	6.44186046511628	3.38461538461538	5.81395348837209	5.8	10	Private	recent	0.6429231	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3570769
185087	185087_1	1	1	5.33333333333333	4.86666666666667	3.46153846153846	5.7	5.38461538461539	10	Private	recent	0.5468568	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4531432
185087	185087_1	2	1	5.18333333333333	5.4	3.82352941176471	5.72	5.56521739130435	10	Private	recent	0.5468568	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4531432
185092	185092_2	2	1	5.79831932773109	5.47560975609756	3.81481481481481	5.97402597402597	5.09722222222222	30	Private	NA	0.7188332	2	69	Eiken-beukenbos	Volledig in bos	0.2811668
185100	185100_1	1	1	5.19672131147541	3.07100591715976	2.1812865497076	6.92857142857143	5.6	13	Public	recent	0.7938763	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2061237
185100	185100_2	2	1	5.08243727598566	3.07063197026022	2.11439114391144	6.5	5.09090909090909	11	Public	recent	0.7938763	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2061237
