code	count	cut	type	jaar
FS1938	10004	0.006722602	Onbebouwde ruimte	2013
ES6537	10006	0.36452803	Onbebouwde ruimte	2013
FS7239	10001	0.388613582	Onbebouwde ruimte	2013
ES1036	10008	0.368665457	Onbebouwde ruimte	2013
FS1838	10003	0.126087278	Onbebouwde ruimte	2013
ES6437	10004	0.89115715	Onbebouwde ruimte	2013
FS7139	10000	0.780819595	Onbebouwde ruimte	2013
FS1640	10004	0.251226634	Onbebouwde ruimte	2013
ES6239	10005	0.145646483	Onbebouwde ruimte	2013
FS6941	10000	0.649668396	Onbebouwde ruimte	2013
ES0738	10008	0.502005875	Onbebouwde ruimte	2013
FS1540	10004	0.232656583	Onbebouwde ruimte	2013
ES6139	10003	0.29497093	Onbebouwde ruimte	2013
FS6841	10000	0.390106976	Onbebouwde ruimte	2013
ES0638	10006	0.408875853	Onbebouwde ruimte	2013
FS1440	10004	0.292404085	Onbebouwde ruimte	2013
ES6039	10006	0.816024423	Onbebouwde ruimte	2013
FS6741	10000	0.417463422	Onbebouwde ruimte	2013
ES0538	10008	0.666341186	Onbebouwde ruimte	2013
FS1340	10005	0.416886657	Onbebouwde ruimte	2013
ES5939	10007	0.713314593	Onbebouwde ruimte	2013
FS6641	10001	0.377465487	Onbebouwde ruimte	2013
ES0438	10007	0.168008536	Onbebouwde ruimte	2013
FS1240	10004	0.818516791	Onbebouwde ruimte	2013
FS1059	10005	0.460234821	Onbebouwde ruimte	2013
ES5658	10007	0.227197066	Onbebouwde ruimte	2013
FS6360	10002	0.979903996	Onbebouwde ruimte	2013
FS1140	10005	0.771025896	Onbebouwde ruimte	2013
ES5739	10007	0.782905698	Onbebouwde ruimte	2013
FS6441	10001	0.78155756	Onbebouwde ruimte	2013
ES0238	10007	0.448004365	Onbebouwde ruimte	2013
FS1040	10004	0.314429849	Onbebouwde ruimte	2013
ES5639	10007	0.337854028	Onbebouwde ruimte	2013
FS6341	10001	0.313119948	Onbebouwde ruimte	2013
ES0138	10007	0.094765946	Onbebouwde ruimte	2013
FS0940	10004	0.339294791	Onbebouwde ruimte	2013
ES5539	10004	0.870514452	Onbebouwde ruimte	2013
FS6241	10001	0.049408257	Onbebouwde ruimte	2013
ES0038	10007	0.792679131	Onbebouwde ruimte	2013
FS0840	10004	0.907084227	Onbebouwde ruimte	2013
ES5439	10006	0.421203792	Onbebouwde ruimte	2013
DS9938	10006	0.446957767	Onbebouwde ruimte	2013
FS6141	10001	0.435543418	Onbebouwde ruimte	2013
ES5339	10008	0.862722516	Onbebouwde ruimte	2013
FS0740	10005	0.891657591	Onbebouwde ruimte	2013
DS9838	10007	0.928453326	Onbebouwde ruimte	2013
FS6041	10003	0.26515308	Onbebouwde ruimte	2013
ES5239	10007	0.873800516	Onbebouwde ruimte	2013
FS0640	10004	0.082371145	Onbebouwde ruimte	2013
DS9738	10007	0.892400444	Onbebouwde ruimte	2013
FS5941	10001	0.366129816	Onbebouwde ruimte	2013
ES5139	10007	0.833898604	Onbebouwde ruimte	2013
FS0540	10004	0.079718836	Onbebouwde ruimte	2013
DS9638	10005	0.772308767	Onbebouwde ruimte	2013
FS5841	10002	0.789288342	Onbebouwde ruimte	2013
ES5039	10007	0.272573322	Onbebouwde ruimte	2013
FS0440	10005	0.041190624	Onbebouwde ruimte	2013
DS9538	10007	0.41161415	Onbebouwde ruimte	2013
FS5741	10001	0.488261759	Onbebouwde ruimte	2013
ES4939	10006	0.542626262	Onbebouwde ruimte	2013
FS0340	10005	0.038949449	Onbebouwde ruimte	2013
DS9438	10007	0.852809489	Onbebouwde ruimte	2013
FS5641	10002	0.597633898	Onbebouwde ruimte	2013
ES4839	10005	0.334404439	Onbebouwde ruimte	2013
FS0240	10004	0.003619883	Onbebouwde ruimte	2013
DS9338	10008	0.913396478	Onbebouwde ruimte	2013
FS5541	10002	0.885492086	Onbebouwde ruimte	2013
FS4539	10002	0.924489617	Onbebouwde ruimte	2013
ES3737	10007	0.845241666	Onbebouwde ruimte	2013
DS8236	10006	0.45241192	Onbebouwde ruimte	2013
FS4439	10002	0.852866411	Onbebouwde ruimte	2013
ES3637	10008	0.33420825	Onbebouwde ruimte	2013
ES9038	10005	0.596366465	Onbebouwde ruimte	2013
DS8136	10006	0.446975797	Onbebouwde ruimte	2013
FS4339	10003	0.379101634	Onbebouwde ruimte	2013
ES3537	10006	0.511450648	Onbebouwde ruimte	2013
ES8938	10006	0.051141355	Onbebouwde ruimte	2013
DS8036	10007	0.900350392	Onbebouwde ruimte	2013
FS4239	10000	0.340771377	Onbebouwde ruimte	2013
ES3437	10008	0.55777818	Onbebouwde ruimte	2013
ES8838	10004	0.121434979	Onbebouwde ruimte	2013
DS7936	10006	0.70192802	Onbebouwde ruimte	2013
FS3247	10004	0.609587669	Onbebouwde ruimte	2013
ES2445	10008	0.820541978	Onbebouwde ruimte	2013
ES7846	10006	0.711234748	Onbebouwde ruimte	2013
FS8548	9998	0.360530466	Onbebouwde ruimte	2013
FS3147	10002	0.215699285	Onbebouwde ruimte	2013
ES2345	10007	0.734298468	Onbebouwde ruimte	2013
ES7746	10007	0.57598418	Onbebouwde ruimte	2013
FS8448	9999	0.394508153	Onbebouwde ruimte	2013
FS3047	10004	0.243648589	Onbebouwde ruimte	2013
ES2245	10008	0.353236705	Onbebouwde ruimte	2013
ES7646	10006	0.732641399	Onbebouwde ruimte	2013
FS8348	9998	0.489397436	Onbebouwde ruimte	2013
FS2947	10003	0.173701629	Onbebouwde ruimte	2013
ES2145	10007	0.282726347	Onbebouwde ruimte	2013
ES7546	10004	0.646158695	Onbebouwde ruimte	2013
FS8248	10000	0.507891655	Onbebouwde ruimte	2013
FS2847	10004	0.22398825	Onbebouwde ruimte	2013
ES2045	10007	0.381043673	Onbebouwde ruimte	2013
ES7446	10006	0.253045946	Onbebouwde ruimte	2013
FS8148	9999	0.794874251	Onbebouwde ruimte	2013
FS2747	10004	0.281341463	Onbebouwde ruimte	2013
ES1945	10008	0.391544402	Onbebouwde ruimte	2013
ES7346	10004	0.070353448	Onbebouwde ruimte	2013
FS8048	10000	0.741152406	Onbebouwde ruimte	2013
FS2647	10003	0.233966753	Onbebouwde ruimte	2013
ES1845	10007	0.824432313	Onbebouwde ruimte	2013
ES7246	10006	0.195848107	Onbebouwde ruimte	2013
FS7948	9999	0.471047699	Onbebouwde ruimte	2013
FS2547	10004	0.095848143	Onbebouwde ruimte	2013
ES1745	10008	0.513854206	Onbebouwde ruimte	2013
ES7146	10004	0.424654573	Onbebouwde ruimte	2013
FS7848	10000	0.964716911	Onbebouwde ruimte	2013
ES1645	10008	0.678104341	Onbebouwde ruimte	2013
FS2447	10004	0.26390782	Onbebouwde ruimte	2013
FS1182	10006	0.614446759	Onbebouwde ruimte	2013
ES0380	10009	0.244533792	Onbebouwde ruimte	2013
FS1082	10006	0.886645794	Onbebouwde ruimte	2013
ES0280	10009	0.014460444	Onbebouwde ruimte	2013
FS0982	10006	0.282608181	Onbebouwde ruimte	2013
ES0180	10009	0.375164181	Onbebouwde ruimte	2013
FS0882	10005	0.814725816	Onbebouwde ruimte	2013
ES0080	10008	0.044696491	Onbebouwde ruimte	2013
FS0782	10007	0.667365134	Onbebouwde ruimte	2013
FS0682	10005	0.513588488	Onbebouwde ruimte	2013
FS0582	10007	0.153943703	Onbebouwde ruimte	2013
FS0482	10006	0.641653895	Onbebouwde ruimte	2013
FT4302	10005	0.790992737	Onbebouwde ruimte	2013
FT4202	10004	0.59979111	Onbebouwde ruimte	2013
FT4102	10005	0.596207142	Onbebouwde ruimte	2013
FT4002	10004	0.83416754	Onbebouwde ruimte	2013
FT2504	10006	0.293779969	Onbebouwde ruimte	2013
ES2349	10008	0.047264926	Onbebouwde ruimte	2013
ES7750	10006	0.616535544	Onbebouwde ruimte	2013
FS8452	9999	0.170994028	Onbebouwde ruimte	2013
FS3051	10004	0.193499342	Onbebouwde ruimte	2013
ES2249	10008	0.007234192	Onbebouwde ruimte	2013
ES7650	10004	0.181871712	Onbebouwde ruimte	2013
FS8352	10000	0.176617265	Onbebouwde ruimte	2013
FS6253	10000	0.343217313	Onbebouwde ruimte	2013
ES0050	10007	0.420383275	Onbebouwde ruimte	2013
FS0852	10004	0.830865502	Onbebouwde ruimte	2013
ES5451	10008	0.040553819	Onbebouwde ruimte	2013
FS6153	10002	0.119682252	Onbebouwde ruimte	2013
DS9950	10008	0.737235665	Onbebouwde ruimte	2013
FS0752	10005	0.6143803	Onbebouwde ruimte	2013
ES5351	10004	0.032010525	Onbebouwde ruimte	2013
FS6053	10000	0.109807514	Onbebouwde ruimte	2013
DS9850	10008	0.83970654	Onbebouwde ruimte	2013
FS0652	10004	0.438709974	Onbebouwde ruimte	2013
ES5251	10007	0.056491237	Onbebouwde ruimte	2013
FS5953	10001	0.15663895	Onbebouwde ruimte	2013
DS9750	10008	0.61557287	Onbebouwde ruimte	2013
FS0552	10006	0.043872215	Onbebouwde ruimte	2013
ES5151	10007	0.01044244	Onbebouwde ruimte	2013
FS5853	10003	0.78670758	Onbebouwde ruimte	2013
DS9650	10008	0.507360756	Onbebouwde ruimte	2013
FS0452	10006	0.012551869	Onbebouwde ruimte	2013
ES5051	10007	0.015576676	Onbebouwde ruimte	2013
FS5753	10000	0.658066392	Onbebouwde ruimte	2013
DS9550	10007	0.411031425	Onbebouwde ruimte	2013
FS0352	10004	0.007346062	Onbebouwde ruimte	2013
ES4951	10007	0.097465865	Onbebouwde ruimte	2013
FS5653	10001	0.078783453	Onbebouwde ruimte	2013
DS9450	10005	0.876757681	Onbebouwde ruimte	2013
FS0252	10005	0.064399943	Onbebouwde ruimte	2013
ES4851	10005	0.688224077	Onbebouwde ruimte	2013
FS5553	10002	0.403870702	Onbebouwde ruimte	2013
DS9350	10007	0.440910101	Onbebouwde ruimte	2013
FS0152	10006	0.033954386	Onbebouwde ruimte	2013
ES4751	10005	0.47913	Onbebouwde ruimte	2013
FS5453	10001	0.235609144	Onbebouwde ruimte	2013
DS9250	10007	0.881479859	Onbebouwde ruimte	2013
FS0052	10005	0.24645932	Onbebouwde ruimte	2013
ES4651	10005	0.15291217	Onbebouwde ruimte	2013
FS5353	10002	0.929881454	Onbebouwde ruimte	2013
DS9150	10007	0.843419313	Onbebouwde ruimte	2013
ES9952	10004	0.431565166	Onbebouwde ruimte	2013
ES4551	10008	0.269458205	Onbebouwde ruimte	2013
FS5253	10001	0.426020533	Onbebouwde ruimte	2013
DS9050	10007	0.592007935	Onbebouwde ruimte	2013
ES9852	10006	0.310055047	Onbebouwde ruimte	2013
ES4451	10008	0.145834401	Onbebouwde ruimte	2013
FS5153	10003	0.853889465	Onbebouwde ruimte	2013
DS8950	10007	0.916628659	Onbebouwde ruimte	2013
ES9752	10006	0.660764396	Onbebouwde ruimte	2013
ES4351	10008	0.391066283	Onbebouwde ruimte	2013
FS5053	10001	0.816773415	Onbebouwde ruimte	2013
DS8850	10005	0.288306713	Onbebouwde ruimte	2013
ES9652	10004	0.650974751	Onbebouwde ruimte	2013
ES4251	10007	0.286716372	Onbebouwde ruimte	2013
FS4953	10002	0.384202749	Onbebouwde ruimte	2013
DS8750	10008	0.899691641	Onbebouwde ruimte	2013
ES9552	10006	0.049410246	Onbebouwde ruimte	2013
ES4151	10006	0.14905934	Onbebouwde ruimte	2013
FS4853	10003	0.361314029	Onbebouwde ruimte	2013
DS8650	10008	0.5240013	Onbebouwde ruimte	2013
ES9452	10004	0.31560421	Onbebouwde ruimte	2013
ES4051	10007	0.308959246	Onbebouwde ruimte	2013
FS4753	10002	0.779357433	Onbebouwde ruimte	2013
DS8550	10008	0.86997956	Onbebouwde ruimte	2013
ES9352	10008	0.292928398	Onbebouwde ruimte	2013
ES3951	10008	0.817106187	Onbebouwde ruimte	2013
FS4653	10002	0.808760583	Onbebouwde ruimte	2013
DS8450	10008	0.909579217	Onbebouwde ruimte	2013
ES9252	10005	0.056832548	Onbebouwde ruimte	2013
ES3851	10008	0.376146972	Onbebouwde ruimte	2013
FS4553	10004	0.241786256	Onbebouwde ruimte	2013
DS8350	10008	0.906531036	Onbebouwde ruimte	2013
ES9152	10004	0.596906662	Onbebouwde ruimte	2013
ES0377	10005	0.796857178	Onbebouwde ruimte	2013
FS6480	10003	0.74264878	Onbebouwde ruimte	2013
FS1079	10006	0.627595246	Onbebouwde ruimte	2013
ES0277	10008	0.666360319	Onbebouwde ruimte	2013
FS6380	10000	0.834482312	Onbebouwde ruimte	2013
FS0979	10005	0.486064553	Onbebouwde ruimte	2013
ES0177	10008	0.456027299	Onbebouwde ruimte	2013
FS6280	10004	0.413626522	Onbebouwde ruimte	2013
FS0879	10006	0.050692286	Onbebouwde ruimte	2013
ES0077	10008	0.387340575	Onbebouwde ruimte	2013
FS6180	10000	0.143022016	Onbebouwde ruimte	2013
FS0779	10006	0.387683988	Onbebouwde ruimte	2013
DS9977	10008	0.433176011	Onbebouwde ruimte	2013
ES5378	10008	0.894011796	Onbebouwde ruimte	2013
FS6080	10004	0.389149874	Onbebouwde ruimte	2013
FS0679	10005	0.185760632	Onbebouwde ruimte	2013
DS9877	10009	0.082826875	Onbebouwde ruimte	2013
ES5278	10007	0.735992074	Onbebouwde ruimte	2013
FS5980	10001	0.322977424	Onbebouwde ruimte	2013
FS0579	10006	0.077768385	Onbebouwde ruimte	2013
DS9777	10008	0.133494958	Onbebouwde ruimte	2013
ES5178	10007	0.679398179	Onbebouwde ruimte	2013
FS5880	10003	0.643573463	Onbebouwde ruimte	2013
FS0479	10006	0.137369096	Onbebouwde ruimte	2013
DS9677	10010	0.20101884	Onbebouwde ruimte	2013
ES5078	10007	0.483476967	Onbebouwde ruimte	2013
FS5780	10002	0.996203959	Onbebouwde ruimte	2013
FS0379	10006	0.170467436	Onbebouwde ruimte	2013
DS9577	10008	0.002340687	Onbebouwde ruimte	2013
ES4978	10005	0.227648243	Onbebouwde ruimte	2013
FS5680	10002	0.955315173	Onbebouwde ruimte	2013
FS0279	10005	0.354690194	Onbebouwde ruimte	2013
ES4878	10008	0.28974548	Onbebouwde ruimte	2013
FS5580	10004	0.961584032	Onbebouwde ruimte	2013
FS0179	10006	0.145789236	Onbebouwde ruimte	2013
ES4778	10007	0.671786368	Onbebouwde ruimte	2013
FS5480	10002	0.955119729	Onbebouwde ruimte	2013
FS0079	10008	0.025581218	Onbebouwde ruimte	2013
ES4678	10008	0.841812372	Onbebouwde ruimte	2013
FS5380	10002	0.967472136	Onbebouwde ruimte	2013
ES9979	10004	0.00672562	Onbebouwde ruimte	2013
ES4578	10008	0.562706232	Onbebouwde ruimte	2013
FS5280	10004	0.532378376	Onbebouwde ruimte	2013
ES9879	10008	6.16507e-06	Onbebouwde ruimte	2013
ES4478	10008	0.406503558	Onbebouwde ruimte	2013
FS5180	10003	0.901279867	Onbebouwde ruimte	2013
ES9779	10006	0.000139246	Onbebouwde ruimte	2013
ES4378	10008	0.866068363	Onbebouwde ruimte	2013
FS5080	10003	0.423962414	Onbebouwde ruimte	2013
ES9679	10006	0.000520867	Onbebouwde ruimte	2013
ES4278	10007	0.662282884	Onbebouwde ruimte	2013
FS4980	10003	0.426665574	Onbebouwde ruimte	2013
ES9579	10008	1.10112e-05	Onbebouwde ruimte	2013
ES4178	10008	0.749889851	Onbebouwde ruimte	2013
FS4880	10003	0.5144642	Onbebouwde ruimte	2013
ES9479	10006	0.000667609	Onbebouwde ruimte	2013
ES4078	10008	0.367349774	Onbebouwde ruimte	2013
FS4780	10004	0.792776942	Onbebouwde ruimte	2013
ES9379	10007	0.000653113	Onbebouwde ruimte	2013
ES3978	10009	0.247924134	Onbebouwde ruimte	2013
FS4680	10003	0.258644164	Onbebouwde ruimte	2013
ES9279	10007	0.02268648	Onbebouwde ruimte	2013
ES3878	10009	0.508247793	Onbebouwde ruimte	2013
FS4580	10003	0.190531924	Onbebouwde ruimte	2013
DS9255	10008	0.886848927	Onbebouwde ruimte	2013
FS0057	10006	0.169008985	Onbebouwde ruimte	2013
ES4656	10007	0.101281025	Onbebouwde ruimte	2013
FS5358	10002	0.225637749	Onbebouwde ruimte	2013
DS9155	10008	0.710083067	Onbebouwde ruimte	2013
ES9957	10006	0.859184444	Onbebouwde ruimte	2013
ES3755	10007	0.465837687	Onbebouwde ruimte	2013
FS4457	10003	0.907365024	Onbebouwde ruimte	2013
DS8254	10008	0.921822786	Onbebouwde ruimte	2013
ES9056	10005	0.304627389	Onbebouwde ruimte	2013
ES3655	10008	0.789867997	Onbebouwde ruimte	2013
FS4357	10002	0.435425013	Onbebouwde ruimte	2013
DS8154	10007	0.848936677	Onbebouwde ruimte	2013
ES8956	10006	0.748124957	Onbebouwde ruimte	2013
ES3555	10008	0.843518615	Onbebouwde ruimte	2013
FS4257	10003	0.868549824	Onbebouwde ruimte	2013
DS8054	10008	0.462482542	Onbebouwde ruimte	2013
ES8856	10007	0.447039306	Onbebouwde ruimte	2013
ES3455	10007	0.865596592	Onbebouwde ruimte	2013
FS4157	10004	0.949270546	Onbebouwde ruimte	2013
DS7954	10008	0.914543271	Onbebouwde ruimte	2013
ES8756	10006	0.364778608	Onbebouwde ruimte	2013
ES3355	10007	0.876232028	Onbebouwde ruimte	2013
DS7854	10007	0.430644393	Onbebouwde ruimte	2013
FS4057	10003	0.485898346	Onbebouwde ruimte	2013
ES3255	10005	0.143415704	Onbebouwde ruimte	2013
ES8656	10005	0.502715826	Onbebouwde ruimte	2013
DS7754	10007	0.736298144	Onbebouwde ruimte	2013
FS3957	10003	0.253773183	Onbebouwde ruimte	2013
ES3155	10007	0.820986867	Onbebouwde ruimte	2013
ES8556	10005	0.837172806	Onbebouwde ruimte	2013
FS9258	9998	0.719105959	Onbebouwde ruimte	2013
DS7654	10006	0.888527811	Onbebouwde ruimte	2013
FS3857	10003	0.559959114	Onbebouwde ruimte	2013
ES3055	10007	0.865968764	Onbebouwde ruimte	2013
ES8456	10007	0.02004162	Onbebouwde ruimte	2013
FS9158	9998	0.44809857	Onbebouwde ruimte	2013
DS7554	10005	0.443148822	Onbebouwde ruimte	2013
FS3757	10004	0.813461304	Onbebouwde ruimte	2013
ES2955	10007	0.734303832	Onbebouwde ruimte	2013
ES8356	10008	0.157690346	Onbebouwde ruimte	2013
FS9058	9999	0.334232479	Onbebouwde ruimte	2013
DS7454	10007	0.860263228	Onbebouwde ruimte	2013
FS3657	10001	0.517713308	Onbebouwde ruimte	2013
ES2855	10007	0.243080825	Onbebouwde ruimte	2013
ES8256	10005	0.362109631	Onbebouwde ruimte	2013
FS8958	10000	0.195122615	Onbebouwde ruimte	2013
DS7354	10007	0.864110112	Onbebouwde ruimte	2013
FS3557	10004	0.835322499	Onbebouwde ruimte	2013
ES2755	10007	0.736642659	Onbebouwde ruimte	2013
ES8156	10006	0.325842142	Onbebouwde ruimte	2013
FS8858	9998	0.346434742	Onbebouwde ruimte	2013
DS7254	10007	0.606456578	Onbebouwde ruimte	2013
FS3457	10003	0.796852827	Onbebouwde ruimte	2013
ES2655	10005	0.517971516	Onbebouwde ruimte	2013
ES8056	10004	0.189408466	Onbebouwde ruimte	2013
FS8758	9998	0.590780139	Onbebouwde ruimte	2013
DS7154	10007	0.441744655	Onbebouwde ruimte	2013
FS3357	10003	0.584226072	Onbebouwde ruimte	2013
ES2555	10008	0.848115325	Onbebouwde ruimte	2013
ES7956	10007	0.186947584	Onbebouwde ruimte	2013
FS8658	9999	0.885569751	Onbebouwde ruimte	2013
DS7054	10008	0.726167917	Onbebouwde ruimte	2013
FS3257	10004	0.246975332	Onbebouwde ruimte	2013
ES2455	10008	0.883457482	Onbebouwde ruimte	2013
ES7856	10007	0.240170196	Onbebouwde ruimte	2013
FS8558	9999	0.936343431	Onbebouwde ruimte	2013
FS3157	10002	0.079469472	Onbebouwde ruimte	2013
ES2355	10008	0.928938687	Onbebouwde ruimte	2013
ES7756	10007	0.13229768	Onbebouwde ruimte	2013
FS8458	10000	0.358757198	Onbebouwde ruimte	2013
FS3057	10003	0.498115778	Onbebouwde ruimte	2013
FS7260	10000	0.97042197	Onbebouwde ruimte	2013
FS1859	10005	0.213429809	Onbebouwde ruimte	2013
ES1057	10008	0.333304197	Onbebouwde ruimte	2013
ES6458	10008	0.453600943	Onbebouwde ruimte	2013
FS7160	10000	0.774229348	Onbebouwde ruimte	2013
FS1759	10004	0.601440549	Onbebouwde ruimte	2013
ES0957	10008	0.779783845	Onbebouwde ruimte	2013
ES6358	10008	0.592303991	Onbebouwde ruimte	2013
FS7060	10000	0.797235787	Onbebouwde ruimte	2013
FS1659	10004	0.406776786	Onbebouwde ruimte	2013
ES0857	10008	0.498217553	Onbebouwde ruimte	2013
ES6258	10007	0.703940272	Onbebouwde ruimte	2013
FS6960	10001	0.343337774	Onbebouwde ruimte	2013
FS1559	10006	0.581281424	Onbebouwde ruimte	2013
ES0757	10008	0.028441945	Onbebouwde ruimte	2013
ES6158	10007	0.273384899	Onbebouwde ruimte	2013
FS6860	10002	0.52616179	Onbebouwde ruimte	2013
FS1459	10004	0.872941077	Onbebouwde ruimte	2013
ES0657	10007	0.048702158	Onbebouwde ruimte	2013
ES6058	10008	0.478342593	Onbebouwde ruimte	2013
FS6760	10002	0.637074828	Onbebouwde ruimte	2013
FS1359	10005	0.354660273	Onbebouwde ruimte	2013
ES0557	10008	0.187044904	Onbebouwde ruimte	2013
ES5958	10007	0.330658257	Onbebouwde ruimte	2013
FS6660	10001	0.535927355	Onbebouwde ruimte	2013
FS1259	10004	0.619895279	Onbebouwde ruimte	2013
ES0457	10008	0.883833408	Onbebouwde ruimte	2013
ES5858	10008	0.136294752	Onbebouwde ruimte	2013
FS6560	10002	0.960795939	Onbebouwde ruimte	2013
ES0357	10008	0.988040984	Onbebouwde ruimte	2013
FS1159	10006	0.429707557	Onbebouwde ruimte	2013
ES5758	10007	0.263334662	Onbebouwde ruimte	2013
FS6460	10001	0.910597444	Onbebouwde ruimte	2013
ES0257	10008	0.906987429	Onbebouwde ruimte	2013
FS9568	9999	0.51350534	Onbebouwde ruimte	2013
FS4167	10004	0.745573044	Onbebouwde ruimte	2013
DS7964	10008	0.304026783	Onbebouwde ruimte	2013
ES8766	10006	0.915682435	Onbebouwde ruimte	2013
ES3365	10008	0.857081711	Onbebouwde ruimte	2013
FS9468	9998	0.869775057	Onbebouwde ruimte	2013
FS4067	10002	0.21073994	Onbebouwde ruimte	2013
DS7864	10008	0.734831512	Onbebouwde ruimte	2013
ES8666	10006	0.798399687	Onbebouwde ruimte	2013
ES3265	10009	0.497443199	Onbebouwde ruimte	2013
FS9368	9998	0.480549365	Onbebouwde ruimte	2013
FS3967	10003	0.50458324	Onbebouwde ruimte	2013
DS7764	10008	0.186604857	Onbebouwde ruimte	2013
ES8566	10007	0.692739725	Onbebouwde ruimte	2013
ES3165	10007	0.903388321	Onbebouwde ruimte	2013
FS9268	9999	0.348363578	Onbebouwde ruimte	2013
FS3867	10004	0.417215586	Onbebouwde ruimte	2013
DS7664	10009	0.497243315	Onbebouwde ruimte	2013
ES8466	10006	0.324517518	Onbebouwde ruimte	2013
ES3065	10008	0.831808269	Onbebouwde ruimte	2013
FS9168	10001	0.276679903	Onbebouwde ruimte	2013
FS3767	10003	0.841187	Onbebouwde ruimte	2013
DS7564	10008	0.510102212	Onbebouwde ruimte	2013
ES8366	10007	0.018557889	Onbebouwde ruimte	2013
ES2965	10009	0.105927698	Onbebouwde ruimte	2013
FS9068	9999	0.839692235	Onbebouwde ruimte	2013
FS3667	10004	0.244479612	Onbebouwde ruimte	2013
DS7464	10007	0.024443846	Onbebouwde ruimte	2013
ES8266	10007	0.013973518	Onbebouwde ruimte	2013
ES2865	10008	0.204712287	Onbebouwde ruimte	2013
FS8968	10000	0.877968967	Onbebouwde ruimte	2013
FS3567	10004	0.194159225	Onbebouwde ruimte	2013
ES8166	10005	0.043477964	Onbebouwde ruimte	2013
ES2765	10008	0.875582814	Onbebouwde ruimte	2013
FS8868	10000	0.922176123	Onbebouwde ruimte	2013
FS3467	10003	0.013469059	Onbebouwde ruimte	2013
ES8066	10008	0.195934504	Onbebouwde ruimte	2013
ES2665	10008	0.502620339	Onbebouwde ruimte	2013
FS8768	10001	0.656389058	Onbebouwde ruimte	2013
FS3367	10004	0.079922371	Onbebouwde ruimte	2013
ES7966	10007	0.389536172	Onbebouwde ruimte	2013
ES2565	10008	0.889669359	Onbebouwde ruimte	2013
FS8668	10000	0.684805691	Onbebouwde ruimte	2013
FS3267	10004	0.12562421	Onbebouwde ruimte	2013
ES2465	10007	0.632782459	Onbebouwde ruimte	2013
ES7866	10006	0.262013644	Onbebouwde ruimte	2013
FS8568	10000	0.87834394	Onbebouwde ruimte	2013
FS3167	10003	0.458784401	Onbebouwde ruimte	2013
ES2365	10008	0.114968896	Onbebouwde ruimte	2013
ES7766	10006	0.315447718	Onbebouwde ruimte	2013
FS8468	10000	0.638839841	Onbebouwde ruimte	2013
FS3067	10004	0.073906928	Onbebouwde ruimte	2013
ES2265	10008	0.253737479	Onbebouwde ruimte	2013
ES7666	10008	0.075539082	Onbebouwde ruimte	2013
FS8368	10000	0.273197263	Onbebouwde ruimte	2013
FS2967	10004	0.03250204	Onbebouwde ruimte	2013
ES2165	10009	0.312628031	Onbebouwde ruimte	2013
ES3271	10010	0.314419448	Onbebouwde ruimte	2013
FS3973	10002	0.545096993	Onbebouwde ruimte	2013
ES8572	10007	0.106499173	Onbebouwde ruimte	2013
ES3171	10009	0.356048942	Onbebouwde ruimte	2013
FS3873	10004	0.356521666	Onbebouwde ruimte	2013
ES8472	10005	0.59355402	Onbebouwde ruimte	2013
ES3071	10007	0.869321227	Onbebouwde ruimte	2013
FS3773	10004	0.226856142	Onbebouwde ruimte	2013
ES8372	10008	0.851437509	Onbebouwde ruimte	2013
ES2971	10008	0.506087303	Onbebouwde ruimte	2013
FS3673	10004	0.778838396	Onbebouwde ruimte	2013
ES8272	10007	0.301414996	Onbebouwde ruimte	2013
ES2871	10008	0.497742116	Onbebouwde ruimte	2013
FS3573	10004	0.410010725	Onbebouwde ruimte	2013
ES8172	10007	0.396878004	Onbebouwde ruimte	2013
ES2771	10008	0.834227622	Onbebouwde ruimte	2013
FS3473	10004	0.383921176	Onbebouwde ruimte	2013
ES8072	10007	0.603539526	Onbebouwde ruimte	2013
ES2671	10009	0.898464262	Onbebouwde ruimte	2013
FS3373	10004	0.258779556	Onbebouwde ruimte	2013
ES7972	10006	0.856962204	Onbebouwde ruimte	2013
ES2571	10008	0.87820369	Onbebouwde ruimte	2013
FS3273	10004	0.300464511	Onbebouwde ruimte	2013
ES7872	10007	0.539394259	Onbebouwde ruimte	2013
ES2471	10007	0.861694813	Onbebouwde ruimte	2013
FS3173	10005	0.423429281	Onbebouwde ruimte	2013
ES7772	10007	0.333211631	Onbebouwde ruimte	2013
ES2371	10009	0.594007671	Onbebouwde ruimte	2013
FS8474	10000	0.92563647	Onbebouwde ruimte	2013
FS3073	10004	0.390015036	Onbebouwde ruimte	2013
ES7672	10006	0.600106001	Onbebouwde ruimte	2013
ES2271	10009	0.777583063	Onbebouwde ruimte	2013
FS5070	10002	0.275492221	Onbebouwde ruimte	2013
DS8867	10009	0.433482498	Onbebouwde ruimte	2013
ES9669	10005	0.050938234	Onbebouwde ruimte	2013
ES4268	10008	0.847699761	Onbebouwde ruimte	2013
FS4970	10002	0.352683753	Onbebouwde ruimte	2013
DS8767	10009	0.418939203	Onbebouwde ruimte	2013
ES9569	10007	0.14160344	Onbebouwde ruimte	2013
ES4168	10008	0.381758213	Onbebouwde ruimte	2013
FS4870	10004	0.829407215	Onbebouwde ruimte	2013
DS8667	10007	0.539422691	Onbebouwde ruimte	2013
ES9469	10005	0.069172606	Onbebouwde ruimte	2013
ES4068	10008	0.656119943	Onbebouwde ruimte	2013
