IDPlots	longitude	latitude
254085	222.942,3	192.679,9
254087	224.942,1	192.679,8
254093	222.942,1	192.179,8
254094	223.942,2	192.179,8
254097	218.942,2	191.679,8
254100	221.942,2	191.679,8
254103	224.942,2	191.679,8
254104	225.942,8	191.678,2
254110	223.942,2	191.179,8
254111	224.942,2	191.179,8
254113	218.942,2	190.679,9
254117	222.942,2	190.679,8
254118	223.942,2	190.679,9
254119	224.942,3	190.679,8
254123	220.942,2	190.179,9
254125	222.942,2	190.179,8
254127	224.942,2	190.179,8
254129	218.942,2	189.679,8
254130	219.942,2	189.679,9
254131	220.943,2	189.684,3
254138	219.942,3	189.179,8
254142	223.942,2	189.179,8
254143	224.942,2	189.179,8
254148	221.942,1	188.679,8
254149	222.942,2	188.679,9
254150	223.942,2	188.679,8
254152	225.942,1	188.679,9
254156	221.942,2	188.179,8
254160	225.922,5	188.186,7
255003	196.942,3	187.679,8
255004	197.936,3	187.662,7
255016	201.913,0	187.162,4
255017	194.942,3	186.680,0
255024	201.993,3	186.697,2
255031	200.938,5	186.207,8
255041	194.942,2	185.179,9
255048	201.942,1	185.179,8
255057	194.942,1	184.180,0
255063	200.942,1	184.179,8
255067	196.942,3	183.679,9
255068	197.942,1	183.679,9
255080	201.942,2	183.180,0
255105	194.942,0	181.179,9
255107	196.942,2	181.205,1
255122	195.942,1	180.179,8
255123	196.929,2	180.183,3
255148	197.942,3	178.679,7
255158	199.942,0	178.179,7
256001	202.891,5	187.651,0
256008	209.935,7	187.669,0
256009	202.924,5	187.181,8
256010	203.942,2	187.179,9
256013	206.942,1	187.180,0
256019	204.911,8	186.681,9
256026	203.942,2	186.179,9
256028	205.955,4	186.191,7
256042	203.954,6	185.187,5
256047	208.941,1	185.180,2
256053	207.025,3	184.654,8
256057	202.917,7	184.187,4
256059	204.942,1	184.179,8
256064	209.942,2	184.179,8
256066	203.942,2	183.679,9
256079	208.955,1	183.167,5
256091	204.984,9	182.150,0
256110	207.942,2	181.179,9
256127	208.896,0	180.195,3
256146	203.942,2	178.679,8
256154	203.942,2	178.179,8
257002	211.942,1	187.679,8
257003	212.933,3	187.621,9
257004	213.942,1	187.679,9
257006	215.947,3	187.674,8
257010	211.962,4	187.187,5
257011	212.942,2	187.179,8
257017	210.942,2	186.679,8
257027	212.938,8	186.218,5
257028	213.942,2	186.179,8
257030	215.955,6	186.165,1
257032	217.938,3	186.158,1
257034	211.925,8	185.617,2
257039	216.926,7	185.685,4
257042	211.928,5	185.188,9
257045	214.942,2	185.179,8
257050	211.942,3	184.679,8
257053	214.942,1	184.679,8
257054	215.942,2	184.679,9
257055	216.942,2	184.679,7
257057	210.942,2	184.179,7
257061	214.942,1	184.179,9
257064	217.942,3	184.179,8
257071	216.942,2	183.679,9
257077	214.938,7	183.152,0
257082	211.940,2	182.700,7
257101	214.942,2	181.679,9
257106	211.972,0	181.143,0
258006	223.942,1	187.679,8
258007	224.961,9	187.700,1
258015	224.942,2	187.179,9
258017	218.942,2	186.679,8
258023	224.942,2	186.679,8
258024	225.942,2	186.679,9
258029	222.942,2	186.179,8
258031	224.942,1	186.179,9
258038	223.942,2	185.679,9
258040	225.942,1	185.679,8
258047	224.942,2	185.179,8
258049	218.939,5	184.676,5
258054	223.933,3	184.673,0
258061	222.937,1	184.183,0
258067	220.931,5	183.676,8
258070	223.950,4	183.682,5
258071	224.942,2	183.679,8
258075	220.924,8	183.182,7
258076	221.948,8	183.171,1
258077	222.942,2	183.179,8
258079	224.942,2	183.179,8
258086	223.942,2	182.679,8
258109	222.942,3	181.179,8
258110	223.942,2	181.179,8
258111	224.942,2	181.179,8
258117	222.942,2	180.679,9
261004	229.942,2	197.679,8
261006	231.942,3	197.679,9
261007	232.942,2	197.679,8
261013	230.942,2	197.179,9
261021	230.946,3	196.672,7
261024	233.942,2	196.679,9
261031	232.942,2	196.179,9
261035	228.942,2	195.679,9
261039	232.942,2	195.679,8
261044	229.942,2	195.179,8
261053	230.937,8	194.678,4
261055	232.945,1	194.678,1
261056	233.942,2	194.679,8
261062	231.942,2	194.179,9
261063	232.942,2	194.179,8
261064	233.942,2	194.179,9
261069	230.942,2	193.679,8
261070	231.934,1	193.693,1
261071	232.932,2	193.662,5
261075	228.942,2	193.179,9
261076	229.942,1	193.179,9
261077	230.942,2	193.179,9
261079	232.942,3	193.179,9
261082	227.942,1	192.679,9
261083	228.942,1	192.679,8
261084	229.935,5	192.687,8
261089	226.942,2	192.179,8
261092	229.942,2	192.179,8
261096	233.942,2	192.179,8
261098	227.942,1	191.679,8
261100	229.943,6	191.685,2
261103	232.948,1	191.671,7
261104	233.936,6	191.684,6
261108	229.939,4	191.192,5
261109	230.942,1	191.179,8
261111	232.942,2	191.179,8
261116	229.942,2	190.679,9
261117	230.942,3	190.679,8
261118	231.981,0	190.686,6
261119	232.942,2	190.679,8
261120	233.904,3	190.708,2
261126	231.942,2	190.179,8
261127	232.953,7	190.196,1
261128	233.954,8	190.193,6
261129	226.942,3	189.679,8
261130	227.942,3	189.679,9
261134	231.942,2	189.679,8
261135	232.942,2	189.679,9
261138	227.942,1	189.179,9
261143	232.942,1	189.179,9
261144	233.942,2	189.179,8
261145	226.942,2	188.679,7
261146	227.925,9	188.676,9
261153	226.942,3	188.179,8
261154	227.942,2	188.179,9
262003	236.942,2	197.679,8
262005	238.942,1	197.679,8
262010	235.955,0	197.179,0
262012	237.942,2	197.179,8
262018	235.942,2	196.679,8
262019	236.942,2	196.679,8
262020	237.942,3	196.679,8
262023	240.942,3	196.679,8
262024	241.942,3	196.679,7
262027	236.942,2	196.179,8
262028	237.942,1	196.179,8
262031	240.924,1	196.188,0
262032	241.939,9	196.106,4
262034	235.942,2	195.679,9
262035	236.942,2	195.679,8
262036	237.942,2	195.679,9
262039	240.942,2	195.679,8
262040	241.935,1	195.687,6
262041	234.942,1	195.179,9
262042	235.942,2	195.179,9
262043	236.909,9	195.218,9
262044	237.919,3	195.184,8
262047	240.939,6	195.150,4
262048	241.938,3	195.179,0
262049	234.942,2	194.679,8
262055	240.934,5	194.681,9
262056	241.932,9	194.714,0
262058	235.942,3	194.179,8
262060	237.942,1	194.179,9
262061	238.942,3	194.179,8
262063	240.942,1	194.179,9
262064	241.967,0	194.190,4
262068	237.942,2	193.679,7
262071	240.939,8	193.679,2
262078	239.942,3	193.179,8
262079	240.942,3	193.179,8
262083	236.942,2	192.679,9
262091	236.945,0	192.193,2
262092	237.942,2	192.179,9
262094	239.926,3	192.178,2
262095	240.975,2	192.192,9
262101	238.941,6	191.689,0
262104	241.947,2	191.700,4
262107	236.942,2	191.180,0
262110	239.942,2	191.179,8
262111	240.942,2	191.179,8
262112	241.942,2	191.179,8
262117	238.933,9	190.720,9
262118	239.948,7	190.703,3
262119	240.951,5	190.653,3
262120	241.938,4	190.719,3
262125	238.942,1	190.179,9
262127	240.916,8	190.203,3
262128	241.977,4	190.186,0
262132	237.942,2	189.679,7
262133	238.926,8	189.658,5
262135	240.939,3	189.718,9
262136	241.990,6	189.747,3
262142	239.942,2	189.179,9
262143	240.949,8	189.152,8
262146	235.955,3	188.663,5
262149	238.943,3	188.670,9
262151	240.924,9	188.667,6
262154	235.942,2	188.179,8
262157	238.958,4	188.184,9
262158	239.926,5	188.177,7
263004	245.952,9	197.697,6
263009	242.939,1	197.169,0
263010	243.942,2	197.179,8
263017	243.018,0	196.647,0
263020	245.942,2	196.679,9
263034	243.942,1	195.679,9
263049	242.939,1	194.694,2
263073	242.942,2	193.179,8
263081	243.000,0	192.695,4
263105	242.929,1	191.158,1
263113	242.918,5	190.656,6
263129	242.944,7	189.672,0
263145	242.942,1	188.679,7
265004	229.938,0	187.669,0
265006	231.942,2	187.679,8
265008	233.942,2	187.679,9
265015	232.942,2	187.179,8
265024	233.942,1	186.679,8
265031	232.953,1	186.167,3
265032	233.958,3	186.189,2
265036	229.929,2	185.673,0
265040	233.930,0	185.682,7
265050	227.942,2	184.679,9
265051	228.942,4	184.679,9
265053	230.939,8	184.688,1
265054	231.942,1	184.679,8
265055	232.935,3	184.680,1
265061	230.942,2	184.179,8
265062	231.942,3	184.179,9
265063	232.942,3	184.179,8
265069	230.942,2	183.679,8
265071	232.942,2	183.679,8
265075	228.922,5	183.169,1
265079	232.942,2	183.179,8
265084	229.942,2	182.679,8
265085	230.942,3	182.680,6
265086	231.942,2	182.679,8
265087	232.942,2	182.679,8
265092	229.942,2	182.179,9
265093	230.942,1	182.179,8
265096	233.942,2	182.179,9
265110	231.942,2	181.179,8
265112	233.939,5	181.167,8
265130	227.942,2	179.679,9
265131	228.942,2	179.679,9
265138	227.917,7	179.168,6
265144	233.942,2	179.179,8
265146	227.942,1	178.679,9
265147	228.935,9	178.690,2
265155	228.942,2	178.179,9
265159	232.942,1	178.179,8
265160	233.942,2	178.179,8
266002	235.944,4	187.668,2
266004	237.942,2	187.679,8
266005	238.925,5	187.650,4
266006	239.925,7	187.668,8
266007	240.929,9	187.654,1
266009	234.923,5	187.172,6
266010	235.942,2	187.179,8
266014	239.944,7	187.179,6
266015	240.931,5	187.200,6
266016	241.937,5	187.177,3
266017	234.946,7	186.682,7
266018	235.942,1	186.679,9
266022	239.927,0	186.698,4
266023	240.943,5	186.674,3
266025	234.942,1	186.179,7
266026	235.942,2	186.179,9
266030	239.942,3	186.179,8
266033	234.942,2	185.679,8
266034	235.939,8	185.663,6
266037	238.974,0	185.652,6
266039	240.926,0	185.710,6
266042	235.952,3	185.187,4
266043	236.932,6	185.219,8
266044	237.942,2	185.179,9
266046	239.945,8	185.175,6
266047	240.942,1	185.179,9
266049	234.936,8	184.637,2
266050	235.932,3	184.685,2
266052	237.942,3	184.679,9
266054	239.942,2	184.679,8
266055	240.940,2	184.697,0
266058	235.942,1	184.179,8
266059	236.930,9	184.209,0
266062	239.926,2	184.149,1
266063	240.942,2	184.179,8
266071	240.969,1	183.726,9
266073	234.942,1	183.179,9
266074	235.942,2	183.179,8
266077	238.935,3	183.189,5
266078	239.943,2	183.230,1
266079	240.887,4	183.177,4
266080	241.942,2	183.179,9
266082	235.942,2	182.679,9
266084	237.959,3	182.606,3
266087	240.923,4	182.708,8
266090	235.942,1	182.179,9
266091	236.952,3	182.186,0
266092	237.942,2	182.179,9
266094	239.941,4	182.179,7
266097	234.942,1	181.679,8
266099	236.942,2	181.679,9
266100	237.942,2	181.679,9
266101	238.963,1	181.654,8
266104	241.920,0	181.661,0
266107	236.938,7	181.184,7
266108	237.969,7	181.195,6
266112	241.948,4	181.129,1
266116	237.942,1	180.679,8
266117	238.911,9	180.641,0
266121	234.941,3	180.184,2
266127	240.972,4	180.180,0
266128	241.936,8	180.208,8
266129	234.942,2	179.679,9
266130	235.944,9	179.675,0
266132	237.942,1	179.679,8
266133	238.942,1	179.679,8
266134	239.942,2	179.732,1
266136	241.939,1	179.691,6
266140	237.942,2	179.179,9
266141	238.942,3	179.179,8
266142	239.959,0	179.193,1
266143	240.943,9	179.177,1
266145	234.942,3	178.680,0
266147	236.942,2	178.679,1
266148	237.933,7	178.683,7
266149	238.920,6	178.688,4
266150	239.946,1	178.711,9
266153	234.942,2	178.179,8
266154	235.937,9	178.206,9
266156	237.942,1	178.179,8
266158	239.947,1	178.168,9
274006	31.942,1	177.679,7
274116	29.922,3	170.665,5
282096	49.912,6	172.160,1
282112	49.942,2	171.179,9
282143	48.992,7	169.176,0
282144	49.942,5	169.180,2
282149	46.942,4	168.679,9
282150	47.942,2	168.679,9
282151	48.956,5	168.707,5
283083	52.940,6	172.677,0
283091	52.975,1	172.167,7
283129	50.921,7	169.660,3
284031	64.940,7	176.182,0
285027	36.933,9	166.205,7
285029	38.941,9	166.179,6
285062	39.942,4	164.180,0
285904	36.507,1	165.379,9
288037	62.942,3	165.679,6
291113	66.942,2	170.679,9
292020	77.942,1	176.679,9
292051	76.942,3	174.679,7
292106	75.942,4	171.179,8
292107	76.942,3	171.179,9
292136	81.942,3	169.679,9
293064	89.947,3	174.183,8
293069	86.942,3	173.679,9
293076	85.942,2	173.179,9
293077	86.939,0	173.171,1
293128	89.942,2	170.180,0
294080	97.938,4	173.180,7
294125	94.942,1	170.179,5
295010	67.936,8	167.181,9
295032	73.942,6	166.179,5
296062	79.942,1	164.179,8
296070	79.942,3	163.680,0
296073	74.942,4	163.179,9
296085	78.942,3	162.680,1
296087	80.942,1	162.680,0
296124	77.942,4	160.179,8
297095	88.942,1	162.179,8
297096	89.942,1	162.180,0
297103	88.942,1	161.679,8
297104	89.942,0	161.679,8
298013	94.939,5	167.167,7
298037	94.942,5	165.686,3
298053	94.942,4	164.679,9
298077	94.942,1	163.179,9
298088	97.940,6	162.696,6
298093	94.936,4	162.176,1
298100	93.938,1	161.708,1
298120	97.942,2	160.679,9
301008	105.942,2	177.679,9
301011	100.942,1	177.179,8
301014	103.942,2	177.179,9
301015	104.942,1	177.179,9
301020	101.942,2	176.679,9
301022	103.942,2	176.679,8
301029	102.942,2	176.179,9
301097	98.940,9	171.680,4
301110	103.942,2	171.179,9
301129	98.942,2	169.679,9
301153	98.942,2	168.179,8
302006	111.942,4	177.679,8
302008	113.942,1	177.679,9
302080	113.942,5	173.179,9
302090	107.942,2	172.179,7
302108	109.942,2	171.179,7
302116	109.941,6	170.679,8
302132	109.942,2	169.679,9
302136	113.905,7	169.666,9
303012	117.942,1	177.179,8
303027	116.942,1	176.179,9
303039	120.942,2	175.679,9
303043	116.942,2	175.179,9
303045	118.942,2	175.179,8
303108	117.942,2	171.179,8
303145	114.942,1	168.679,8
303153	114.942,1	168.179,9
304009	122.942,2	177.179,9
304015	128.942,2	177.179,7
304023	128.942,2	176.679,8
304044	125.942,2	175.179,9
304051	124.942,2	174.679,9
304057	122.942,2	174.179,8
304058	123.942,2	174.179,8
304071	128.953,8	173.657,3
304082	123.942,2	172.679,8
304087	128.942,2	172.680,0
304092	125.942,3	172.179,7
304100	125.954,0	171.671,4
304101	126.942,1	171.679,9
304146	123.942,2	168.679,8
305002	99.942,2	167.679,8
305024	105.942,2	166.679,9
305056	105.942,2	164.679,9
305076	101.951,9	163.162,6
305082	99.942,2	162.679,8
305086	103.942,1	162.679,8
305094	103.952,6	162.184,7
305097	98.942,2	161.679,9
305098	99.942,1	161.679,9
306053	110.947,8	164.676,2
306081	106.944,7	162.681,6
306098	107.942,1	161.679,8
306120	113.945,2	160.665,7
307014	119.942,1	167.179,9
307022	119.942,2	166.679,8
307030	119.942,1	166.179,8
307038	119.942,2	165.679,9
307056	121.942,2	164.679,9
307058	115.948,3	164.185,4
307086	119.942,2	162.679,9
307096	121.942,1	162.179,8
307102	119.942,2	161.679,9
307105	114.942,2	161.179,8
307110	119.942,1	161.179,8
307113	114.942,2	160.679,8
307121	114.942,3	160.179,8
307122	115.948,0	160.183,7
308014	127.942,3	167.179,9
308015	128.934,5	167.178,6
308023	128.942,2	166.679,8
308051	124.942,2	164.679,9
308059	124.942,2	164.179,9
308069	126.942,1	163.679,8
308077	126.942,1	163.180,0
308093	126.927,8	162.162,3
308101	126.942,3	161.679,9
308110	127.942,2	161.179,9
311011	132.932,6	177.172,7
311027	132.950,0	176.179,6
311030	135.942,3	176.179,9
311037	134.942,2	175.679,6
311039	136.942,2	175.679,9
311042	131.942,2	175.179,7
311049	130.938,3	174.653,1
311074	131.925,4	173.191,7
311083	132.942,1	172.679,9
311093	134.942,1	172.179,8
311125	134.942,1	170.179,8
311133	134.942,2	169.679,8
311149	134.942,2	168.679,9
312030	143.937,4	176.183,5
312033	138.942,2	175.680,1
312042	139.942,3	175.179,8
312075	140.942,2	173.179,9
312081	138.942,2	172.679,8
312093	142.942,1	172.179,8
312108	141.942,2	171.179,8
314041	154.942,0	175.179,9
314056	161.942,0	174.679,8
314072	161.942,2	173.679,7
314079	160.942,4	173.179,9
314080	161.942,0	173.179,7
314092	157.942,1	172.179,7
314143	160.942,2	169.179,9
314148	157.942,2	168.679,9
314150	159.942,2	168.679,7
314151	160.942,3	168.679,9
314152	161.928,5	168.678,3
314159	160.942,2	168.179,7
315010	131.942,3	167.180,3
315013	134.942,3	167.179,7
315018	131.942,2	166.680,6
315056	137.942,2	164.679,9
315062	135.942,2	164.179,9
315063	136.942,3	164.179,8
315066	131.939,5	163.680,1
315095	136.942,2	162.179,7
315120	137.942,2	160.679,8
316060	141.942,1	164.179,8
316065	138.942,2	163.679,7
316066	139.942,1	163.679,8
316105	138.942,1	161.179,8
317088	153.942,2	162.679,8
317090	147.942,3	162.179,9
317095	152.942,2	162.179,9
317096	153.942,4	162.179,8
317102	151.930,8	161.680,2
317103	152.942,2	161.679,9
317104	153.942,3	161.679,9
317105	146.942,2	161.179,8
317106	147.942,2	161.179,9
317110	151.943,6	161.180,4
317111	152.981,1	161.179,0
317112	153.953,8	161.164,8
317118	151.942,2	160.679,9
317119	152.942,1	160.679,9
317120	153.942,2	160.679,9
317121	146.942,2	160.179,9
317126	151.976,6	160.169,8
317127	152.940,2	160.207,4
317128	153.942,1	160.179,9
317132	149.942,3	159.679,8
317135	152.942,1	159.679,9
317136	153.942,2	159.679,9
317143	152.942,2	159.179,8
317144	153.942,1	159.179,7
317155	148.942,2	158.179,8
318004	157.942,3	167.679,8
318011	156.942,1	167.179,8
318012	157.942,2	167.179,8
318015	160.942,2	167.179,8
318018	155.942,2	166.679,8
318019	156.942,0	166.679,9
318022	159.959,2	166.692,6
318023	160.938,5	166.675,7
318027	156.945,1	166.157,8
318028	157.942,2	166.179,8
318029	158.942,1	166.179,6
318030	159.942,1	166.179,9
318031	160.942,3	166.179,9
318035	156.942,2	165.679,6
318036	157.942,2	165.679,7
318037	158.942,1	165.679,8
318038	159.942,1	165.679,8
318039	160.965,7	165.662,1
318044	157.942,1	165.179,9
318047	160.942,1	165.179,7
318077	158.942,2	163.179,9
318078	159.941,9	163.179,9
318081	154.942,3	162.679,8
318082	155.942,2	162.679,9
318089	154.942,1	162.179,8
318090	155.942,2	162.179,8
318092	157.942,3	162.180,0
318096	161.942,1	162.179,9
318097	154.942,2	161.679,8
318098	155.942,3	161.679,7
318102	159.936,3	161.683,7
318103	160.942,3	161.679,9
318106	155.942,2	161.179,7
318110	159.942,1	161.179,7
318114	155.942,3	160.679,9
318121	154.942,1	160.179,8
318122	155.942,2	160.179,9
318129	154.942,3	159.679,8
318137	154.942,1	159.179,8
321005	166.940,6	177.674,5
321036	165.933,2	175.659,3
321038	167.942,2	175.679,8
321042	163.945,1	175.181,7
321043	164.956,2	175.189,1
321044	165.942,2	175.179,8
321049	162.942,3	174.679,9
321053	166.972,2	174.681,7
321054	167.933,2	174.680,9
321055	168.924,1	174.675,1
321077	166.947,4	173.186,4
321081	162.920,0	172.680,9
321082	163.942,3	172.679,9
321120	169.987,5	170.669,3
321131	164.942,3	169.679,9
321132	165.942,0	169.679,7
321134	167.942,2	169.679,8
321136	169.942,1	169.679,8
321137	162.942,1	169.179,8
321140	165.940,2	169.178,7
321148	165.942,2	168.679,8
321156	165.948,2	168.191,4
321159	168.938,3	168.175,9
322006	175.920,7	177.661,1
322007	176.942,2	177.679,8
322008	177.942,1	177.679,7
322024	177.959,2	176.671,9
322038	175.942,2	175.679,8
322056	177.942,3	174.679,8
322081	170.942,3	172.679,6
322089	170.958,0	172.135,7
322091	172.942,3	172.179,9
322092	173.942,2	172.179,6
322097	170.938,9	171.681,1
322104	177.942,2	171.679,8
322105	170.942,2	171.179,7
322106	171.942,3	171.179,8
322112	177.942,3	171.179,9
322114	171.949,2	170.663,8
322116	173.978,3	170.674,2
322121	170.942,3	170.179,8
322122	171.942,1	170.179,7
322123	172.938,1	170.170,9
322128	177.942,3	170.180,0
322130	171.918,5	169.669,1
322131	172.952,9	169.709,5
322138	171.950,2	169.179,8
322146	171.914,8	168.708,3
322158	175.942,9	168.188,6
323031	184.942,1	176.179,9
323038	183.942,2	175.680,0
323044	181.928,0	175.179,1
323047	184.931,2	175.211,0
323049	178.947,7	174.690,5
323065	178.942,3	173.679,8
323071	184.942,1	173.679,8
323078	183.942,2	173.179,8
323079	184.942,1	173.179,8
323097	178.942,2	171.679,9
323109	182.959,5	171.193,5
323131	180.942,2	169.679,7
323132	181.942,2	169.679,9
323148	181.939,1	168.682,8
324007	192.942,2	177.679,6
324016	193.942,1	177.179,8
324024	193.951,7	176.691,5
324036	189.942,2	175.679,9
324043	188.942,1	175.179,8
324058	187.942,2	174.179,9
324060	189.942,2	174.179,9
324071	192.950,6	173.677,1
324075	188.964,9	173.159,3
324106	187.942,1	171.179,8
325007	168.942,2	167.679,8
325016	169.987,0	167.194,6
325020	165.931,4	166.654,8
325022	167.927,2	166.668,6
325023	168.942,3	166.679,9
325024	169.942,1	166.679,9
325028	165.957,7	166.172,1
325029	166.996,0	166.139,8
325031	168.933,2	166.170,0
325036	165.942,1	165.679,8
325037	166.948,0	165.679,3
325045	166.946,1	165.178,7
325051	164.942,2	164.679,6
325055	168.970,3	164.710,9
325058	163.942,3	164.179,9
325061	166.942,2	164.179,8
325066	163.942,3	163.679,8
325071	168.912,6	163.667,8
325073	162.942,1	163.179,7
325077	166.912,9	163.212,0
325078	167.947,3	163.226,5
325084	165.942,1	162.679,9
325093	166.916,3	162.191,9
325101	166.900,9	161.677,0
325114	163.942,3	160.679,7
325126	167.942,2	160.179,9
325127	168.942,1	160.179,9
325141	166.942,2	159.179,8
326001	170.931,6	167.680,1
326006	175.942,3	167.679,8
326009	170.936,4	167.173,5
326010	171.942,1	167.179,8
326011	172.942,2	167.179,8
326012	173.934,9	167.175,1
326013	174.942,4	167.179,9
326014	175.942,2	167.179,8
326016	177.931,7	167.173,5
326017	170.942,1	166.679,8
326019	172.889,2	166.659,4
326020	173.942,3	166.679,9
326021	174.921,2	166.684,7
326022	175.941,5	166.672,0
326024	177.942,2	166.679,8
326025	171.012,9	166.160,1
326026	171.942,1	166.179,7
326027	172.937,9	166.178,1
326028	173.933,7	166.192,2
326029	174.922,4	166.185,2
326030	175.959,4	166.175,9
326034	171.964,4	165.698,6
326035	172.956,0	165.691,9
326036	173.945,2	165.682,8
326037	174.937,2	165.672,5
326038	175.942,4	165.690,7
326041	170.894,2	165.164,4
326042	171.951,0	165.165,0
326043	172.943,0	165.182,7
326044	173.952,5	165.176,6
326045	174.922,3	165.179,5
326051	172.942,2	164.679,8
327003	180.942,1	167.679,9
327046	183.960,0	165.184,8
327094	183.942,1	162.179,8
328024	193.942,3	166.679,7
328078	191.942,3	163.179,8
328094	191.942,3	162.179,8
331002	195.942,3	177.679,8
331041	194.942,3	175.179,8
331048	201.942,1	175.179,9
331060	197.942,3	174.179,7
331082	195.946,5	172.687,1
331103	200.942,1	171.679,8
331104	201.942,3	171.679,9
331127	200.942,6	170.179,8
331132	197.942,3	169.679,8
332010	203.942,1	177.179,5
332033	202.942,2	175.679,8
332051	204.952,9	174.699,3
332057	202.941,7	174.179,9
332061	206.940,1	174.178,8
332077	206.941,7	173.173,2
332087	208.942,2	172.679,9
332088	209.934,6	172.699,8
332091	204.942,2	172.179,8
332092	205.942,1	172.179,8
332096	209.942,5	172.161,5
332104	209.942,2	171.679,8
332105	202.942,2	171.179,8
332116	205.942,2	170.679,9
332123	204.921,3	170.163,3
332134	207.900,9	169.701,7
332138	203.927,9	169.183,8
332140	205.942,2	169.179,8
332143	208.942,2	169.179,8
332150	207.937,3	168.667,8
333004	213.942,2	177.679,8
333038	215.942,2	175.679,8
333039	216.942,1	175.679,9
333040	217.942,1	175.679,9
333096	217.942,2	172.179,9
333104	217.942,1	171.679,9
333140	213.942,1	169.179,9
333159	216.942,1	168.179,9
334024	225.972,5	176.707,3
334043	220.942,1	175.179,9
334044	221.942,1	175.179,8
334051	220.942,3	174.679,9
334053	222.942,2	174.679,9
334055	224.942,2	174.679,8
334061	222.942,2	174.179,8
334063	224.918,6	174.159,4
334078	223.942,2	173.179,9
334086	223.942,2	172.679,9
334108	221.942,1	171.179,9
334116	221.942,1	170.679,8
334141	222.942,1	169.179,8
334145	218.942,0	168.679,7
334159	224.942,1	168.179,9
335011	196.941,9	167.179,7
335037	198.942,2	165.680,0
335044	197.942,1	165.179,8
336037	206.942,2	165.679,9
336040	209.942,1	165.679,7
336055	209.043,5	164.578,1
336069	206.942,2	163.679,8
336078	207.954,0	163.199,7
337014	215.942,2	167.179,8
337063	216.942,2	164.179,9
337093	214.942,1	162.179,8
337095	216.942,0	162.179,8
337110	215.942,2	161.179,8
337124	213.995,0	160.135,7
337135	216.942,2	159.679,8
337146	211.944,3	158.766,9
338001	218.901,0	167.678,5
338013	222.942,1	167.179,9
338022	223.942,2	166.679,8
338033	218.942,2	165.679,9
338048	225.942,2	165.179,9
338056	225.942,2	164.680,0
338069	222.942,2	163.679,9
338077	222.942,1	163.179,8
338093	222.942,2	162.179,9
338098	219.942,1	161.679,8
341003	228.942,3	177.679,8
341005	230.942,3	177.679,9
341006	231.941,5	177.692,7
341014	231.942,2	177.179,8
341022	231.942,2	176.679,8
341037	230.942,1	175.679,9
341047	232.942,2	175.179,8
341048	233.942,1	175.179,8
341049	226.942,1	174.679,8
341066	227.942,2	173.679,8
341089	226.942,2	172.179,8
341096	233.942,2	172.179,9
341100	229.942,1	171.679,8
341109	230.942,2	171.179,8
341121	226.942,2	170.179,8
341124	229.942,1	170.179,8
341137	226.942,2	169.179,9
341145	226.942,2	168.680,0
341155	228.941,3	168.180,0
342002	235.942,1	177.679,7
342003	236.942,1	177.679,9
342004	237.920,2	177.704,4
342006	239.956,7	177.669,7
342011	236.858,4	177.118,1
342017	234.972,8	176.691,9
342019	236.948,5	176.686,8
342026	235.937,2	176.181,4
342035	236.954,4	175.709,5
342051	236.942,1	174.679,9
342101	238.942,2	171.679,9
342142	239.942,3	169.179,8
345003	228.942,2	167.679,9
345004	229.942,2	167.679,9
345011	228.942,1	167.179,9
345050	227.942,1	164.679,8
345069	230.942,2	163.679,9
345155	228.942,2	158.179,9
347071	248.927,4	163.696,8
347088	249.933,2	162.677,0
347095	248.942,1	162.179,9
347104	249.965,8	161.665,1
348095	256.966,7	162.224,0
348097	250.942,2	161.679,9
348103	256.934,6	161.669,5
348116	253.922,8	160.641,5
348125	254.942,2	160.179,7
348128	257.915,7	160.184,9
348129	250.926,8	159.652,3
348133	254.946,0	159.672,2
348136	257.942,2	159.679,8
348139	252.947,2	159.198,0
348140	253.995,9	159.146,1
348146	251.942,4	158.679,7
348148	253.942,1	158.679,9
348149	254.935,3	158.679,9
348154	251.942,2	158.179,8
348156	254.023,3	158.223,2
374008	97.942,1	157.679,8
383011	116.942,2	157.179,9
384016	129.909,8	157.192,5
384030	127.942,3	156.179,9
384032	129.952,0	156.147,5
384034	123.942,2	155.679,8
391033	130.948,8	155.692,3
392005	142.942,2	157.679,9
392014	143.942,1	157.179,8
392022	143.942,2	156.679,7
392037	142.942,1	155.680,0
392038	143.942,3	155.679,9
392040	145.942,1	155.679,9
392046	143.938,0	155.182,6
392047	144.942,2	155.179,8
392054	143.934,2	154.681,1
392055	144.942,2	154.679,8
392059	140.942,2	154.179,8
392060	141.939,6	154.170,0
392063	144.944,0	154.230,7
392067	140.942,2	153.679,9
413002	211.915,7	157.703,0
413010	211.942,2	157.179,8
413019	212.958,8	156.667,7
424002	251.942,2	157.679,7
424004	253.865,9	157.585,3
712148	205.942,1	208.679,8
