IDPlots	pnv	label
175030	78	arme Eiken-Beukenbos en eikenbos, droge variant
175034	20	Elzenbroekbos
175037	78	arme Eiken-Beukenbos en eikenbos, droge variant
176030	20	Elzenbroekbos
177030	78	arme Eiken-Beukenbos en eikenbos, droge variant
177031	79	arme Eiken-Beukenbos en eikenbos, natte variant
177032	78	arme Eiken-Beukenbos en eikenbos, droge variant
177034	79	arme Eiken-Beukenbos en eikenbos, natte variant
177035	79	arme Eiken-Beukenbos en eikenbos, natte variant
177036	79	arme Eiken-Beukenbos en eikenbos, natte variant
177038	20	Elzenbroekbos
178025	78	arme Eiken-Beukenbos en eikenbos, droge variant
178026	78	arme Eiken-Beukenbos en eikenbos, droge variant
178033	78	arme Eiken-Beukenbos en eikenbos, droge variant
178034	78	arme Eiken-Beukenbos en eikenbos, droge variant
178038	NA	NA
178040	78	arme Eiken-Beukenbos en eikenbos, droge variant
185029	78	arme Eiken-Beukenbos en eikenbos, droge variant
185034	78	arme Eiken-Beukenbos en eikenbos, droge variant
185037	78	arme Eiken-Beukenbos en eikenbos, droge variant
185038	78	arme Eiken-Beukenbos en eikenbos, droge variant
187025	69	Eiken-Beukenbos, natte variant
187027	79	arme Eiken-Beukenbos en eikenbos, natte variant
187035	69	Eiken-Beukenbos, natte variant
128050	78	arme Eiken-Beukenbos en eikenbos, droge variant
128051	NA	NA
128052	NA	NA
128060	78	arme Eiken-Beukenbos en eikenbos, droge variant
135054	40	Elzen-Vogelkersbos
135062	69	Eiken-Beukenbos, natte variant
137043	40	Elzen-Vogelkersbos
137045	79	arme Eiken-Beukenbos en eikenbos, natte variant
137052	NA	NA
137053	40	Elzen-Vogelkersbos
137054	NA	NA
137060	NA	NA
137062	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
145045	69	Eiken-Beukenbos, natte variant
146050	79	arme Eiken-Beukenbos en eikenbos, natte variant
146063	20	Elzenbroekbos
147049	40	Elzen-Vogelkersbos
147054	40	Elzen-Vogelkersbos
147055	69	Eiken-Beukenbos, natte variant
147059	40	Elzen-Vogelkersbos
148045	NA	NA
148047	78	arme Eiken-Beukenbos en eikenbos, droge variant
155061	78	arme Eiken-Beukenbos en eikenbos, droge variant
156048	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156056	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156064	12	Wilgenvloedbos, zoniet Elzenbroekbos
157050	NA	NA
157051	78	arme Eiken-Beukenbos en eikenbos, droge variant
157054	69	Eiken-Beukenbos, natte variant
157063	68	Eiken-Beukenbos, droge variant
158053	NA	NA
158061	69	Eiken-Beukenbos, natte variant
165046	79	arme Eiken-Beukenbos en eikenbos, natte variant
165051	40	Elzen-Vogelkersbos
165053	78	arme Eiken-Beukenbos en eikenbos, droge variant
165055	69	Eiken-Beukenbos, natte variant
165059	79	arme Eiken-Beukenbos en eikenbos, natte variant
165062	69	Eiken-Beukenbos, natte variant
166050	78	arme Eiken-Beukenbos en eikenbos, droge variant
166056	78	arme Eiken-Beukenbos en eikenbos, droge variant
167047	69	Eiken-Beukenbos, natte variant
167048	78	arme Eiken-Beukenbos en eikenbos, droge variant
167050	78	arme Eiken-Beukenbos en eikenbos, droge variant
167056	78	arme Eiken-Beukenbos en eikenbos, droge variant
175044	79	arme Eiken-Beukenbos en eikenbos, natte variant
175047	78	arme Eiken-Beukenbos en eikenbos, droge variant
175049	20	Elzenbroekbos
175051	NA	NA
175055	78	arme Eiken-Beukenbos en eikenbos, droge variant
175059	78	arme Eiken-Beukenbos en eikenbos, droge variant
175061	20	Elzenbroekbos
176044	78	arme Eiken-Beukenbos en eikenbos, droge variant
176050	20	Elzenbroekbos
176057	79	arme Eiken-Beukenbos en eikenbos, natte variant
176058	20	Elzenbroekbos
176060	20	Elzenbroekbos
177044	NA	NA
177045	NA	NA
177047	NA	NA
177051	79	arme Eiken-Beukenbos en eikenbos, natte variant
177056	NA	NA
177064	NA	NA
178042	78	arme Eiken-Beukenbos en eikenbos, droge variant
178044	78	arme Eiken-Beukenbos en eikenbos, droge variant
178046	20	Elzenbroekbos
178047	78	arme Eiken-Beukenbos en eikenbos, droge variant
178057	78	arme Eiken-Beukenbos en eikenbos, droge variant
178062	20	Elzenbroekbos
185047	20	Elzenbroekbos
185058	78	arme Eiken-Beukenbos en eikenbos, droge variant
185062	78	arme Eiken-Beukenbos en eikenbos, droge variant
187058	69	Eiken-Beukenbos, natte variant
188051	NA	NA
135069	69	Eiken-Beukenbos, natte variant
136077	78	arme Eiken-Beukenbos en eikenbos, droge variant
137068	NA	NA
137072	79	arme Eiken-Beukenbos en eikenbos, natte variant
137076	40	Elzen-Vogelkersbos
137080	79	arme Eiken-Beukenbos en eikenbos, natte variant
147067	69	Eiken-Beukenbos, natte variant
147068	69	Eiken-Beukenbos, natte variant
148078	78	arme Eiken-Beukenbos en eikenbos, droge variant
155075	78	arme Eiken-Beukenbos en eikenbos, droge variant
156072	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156080	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
157067	NA	NA
157072	69	Eiken-Beukenbos, natte variant
157075	69	Eiken-Beukenbos, natte variant
158069	69	Eiken-Beukenbos, natte variant
166069	79	arme Eiken-Beukenbos en eikenbos, natte variant
166076	79	arme Eiken-Beukenbos en eikenbos, natte variant
166077	40	Elzen-Vogelkersbos
166078	69	Eiken-Beukenbos, natte variant
167071	78	arme Eiken-Beukenbos en eikenbos, droge variant
167072	78	arme Eiken-Beukenbos en eikenbos, droge variant
167078	NA	NA
167079	78	arme Eiken-Beukenbos en eikenbos, droge variant
167080	78	arme Eiken-Beukenbos en eikenbos, droge variant
168072	20	Elzenbroekbos
168073	78	arme Eiken-Beukenbos en eikenbos, droge variant
175066	79	arme Eiken-Beukenbos en eikenbos, natte variant
175068	78	arme Eiken-Beukenbos en eikenbos, droge variant
175072	20	Elzenbroekbos
175075	78	arme Eiken-Beukenbos en eikenbos, droge variant
176065	78	arme Eiken-Beukenbos en eikenbos, droge variant
176070	20	Elzenbroekbos
176073	78	arme Eiken-Beukenbos en eikenbos, droge variant
177065	79	arme Eiken-Beukenbos en eikenbos, natte variant
177080	NA	NA
178065	78	arme Eiken-Beukenbos en eikenbos, droge variant
178071	78	arme Eiken-Beukenbos en eikenbos, droge variant
185070	78	arme Eiken-Beukenbos en eikenbos, droge variant
185075	78	arme Eiken-Beukenbos en eikenbos, droge variant
187065	69	Eiken-Beukenbos, natte variant
187075	79	arme Eiken-Beukenbos en eikenbos, natte variant
118093	NA	NA
135081	69	Eiken-Beukenbos, natte variant
135082	69	Eiken-Beukenbos, natte variant
135083	69	Eiken-Beukenbos, natte variant
135089	69	Eiken-Beukenbos, natte variant
135090	69	Eiken-Beukenbos, natte variant
135092	69	Eiken-Beukenbos, natte variant
135093	78	arme Eiken-Beukenbos en eikenbos, droge variant
135096	69	Eiken-Beukenbos, natte variant
135098	69	Eiken-Beukenbos, natte variant
135099	68	Eiken-Beukenbos, droge variant
135101	69	Eiken-Beukenbos, natte variant
135102	69	Eiken-Beukenbos, natte variant
136084	78	arme Eiken-Beukenbos en eikenbos, droge variant
136102	NA	NA
137084	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
137088	40	Elzen-Vogelkersbos
138097	69	Eiken-Beukenbos, natte variant
138098	69	Eiken-Beukenbos, natte variant
148087	78	arme Eiken-Beukenbos en eikenbos, droge variant
148095	78	arme Eiken-Beukenbos en eikenbos, droge variant
155083	40	Elzen-Vogelkersbos
155084	69	Eiken-Beukenbos, natte variant
155090	78	arme Eiken-Beukenbos en eikenbos, droge variant
156088	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156094	NA	NA
157083	12	Wilgenvloedbos, zoniet Elzenbroekbos
157084	69	Eiken-Beukenbos, natte variant
157091	69	Eiken-Beukenbos, natte variant
157095	69	Eiken-Beukenbos, natte variant
157097	69	Eiken-Beukenbos, natte variant
158091	40	Elzen-Vogelkersbos
158103	40	Elzen-Vogelkersbos
165092	40	Elzen-Vogelkersbos
166084	79	arme Eiken-Beukenbos en eikenbos, natte variant
166085	40	Elzen-Vogelkersbos
166092	40	Elzen-Vogelkersbos
166094	78	arme Eiken-Beukenbos en eikenbos, droge variant
166103	40	Elzen-Vogelkersbos
167085	78	arme Eiken-Beukenbos en eikenbos, droge variant
167086	78	arme Eiken-Beukenbos en eikenbos, droge variant
167093	NA	NA
167094	78	arme Eiken-Beukenbos en eikenbos, droge variant
167102	78	arme Eiken-Beukenbos en eikenbos, droge variant
168097	NA	NA
168098	78	arme Eiken-Beukenbos en eikenbos, droge variant
168104	20	Elzenbroekbos
175092	78	arme Eiken-Beukenbos en eikenbos, droge variant
175093	78	arme Eiken-Beukenbos en eikenbos, droge variant
176083	78	arme Eiken-Beukenbos en eikenbos, droge variant
176084	78	arme Eiken-Beukenbos en eikenbos, droge variant
176088	78	arme Eiken-Beukenbos en eikenbos, droge variant
176095	79	arme Eiken-Beukenbos en eikenbos, natte variant
176097	20	Elzenbroekbos
176098	20	Elzenbroekbos
176103	78	arme Eiken-Beukenbos en eikenbos, droge variant
177091	NA	NA
177096	NA	NA
177102	NA	NA
177104	78	arme Eiken-Beukenbos en eikenbos, droge variant
178081	78	arme Eiken-Beukenbos en eikenbos, droge variant
178089	78	arme Eiken-Beukenbos en eikenbos, droge variant
178092	78	arme Eiken-Beukenbos en eikenbos, droge variant
178101	78	arme Eiken-Beukenbos en eikenbos, droge variant
185083	78	arme Eiken-Beukenbos en eikenbos, droge variant
185087	78	arme Eiken-Beukenbos en eikenbos, droge variant
185092	69	Eiken-Beukenbos, natte variant
185100	78	arme Eiken-Beukenbos en eikenbos, droge variant
186092	78	arme Eiken-Beukenbos en eikenbos, droge variant
187082	69	Eiken-Beukenbos, natte variant
187091	69	Eiken-Beukenbos, natte variant
187092	79	arme Eiken-Beukenbos en eikenbos, natte variant
187100	69	Eiken-Beukenbos, natte variant
135120	69	Eiken-Beukenbos, natte variant
136108	79	arme Eiken-Beukenbos en eikenbos, natte variant
136113	78	arme Eiken-Beukenbos en eikenbos, droge variant
136114	69	Eiken-Beukenbos, natte variant
147115	79	arme Eiken-Beukenbos en eikenbos, natte variant
148110	78	arme Eiken-Beukenbos en eikenbos, droge variant
148120	78	arme Eiken-Beukenbos en eikenbos, droge variant
155113	78	arme Eiken-Beukenbos en eikenbos, droge variant
156107	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156108	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156111	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156113	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156114	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156117	NA	NA
156118	12	Wilgenvloedbos, zoniet Elzenbroekbos
156119	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
158118	40	Elzen-Vogelkersbos
158120	NA	NA
165116	NA	NA
166106	40	Elzen-Vogelkersbos
168106	69	Eiken-Beukenbos, natte variant
168107	69	Eiken-Beukenbos, natte variant
168110	69	Eiken-Beukenbos, natte variant
175105	78	arme Eiken-Beukenbos en eikenbos, droge variant
175112	78	arme Eiken-Beukenbos en eikenbos, droge variant
176105	78	arme Eiken-Beukenbos en eikenbos, droge variant
176111	78	arme Eiken-Beukenbos en eikenbos, droge variant
176112	78	arme Eiken-Beukenbos en eikenbos, droge variant
176116	78	arme Eiken-Beukenbos en eikenbos, droge variant
176117	78	arme Eiken-Beukenbos en eikenbos, droge variant
176119	78	arme Eiken-Beukenbos en eikenbos, droge variant
177107	NA	NA
177110	NA	NA
177111	78	arme Eiken-Beukenbos en eikenbos, droge variant
177112	78	arme Eiken-Beukenbos en eikenbos, droge variant
177115	NA	NA
177119	78	arme Eiken-Beukenbos en eikenbos, droge variant
177120	78	arme Eiken-Beukenbos en eikenbos, droge variant
178107	78	arme Eiken-Beukenbos en eikenbos, droge variant
178108	78	arme Eiken-Beukenbos en eikenbos, droge variant
178111	78	arme Eiken-Beukenbos en eikenbos, droge variant
178113	78	arme Eiken-Beukenbos en eikenbos, droge variant
178114	78	arme Eiken-Beukenbos en eikenbos, droge variant
178115	78	arme Eiken-Beukenbos en eikenbos, droge variant
178116	78	arme Eiken-Beukenbos en eikenbos, droge variant
185108	78	arme Eiken-Beukenbos en eikenbos, droge variant
185110	78	arme Eiken-Beukenbos en eikenbos, droge variant
185116	20	Elzenbroekbos
185117	78	arme Eiken-Beukenbos en eikenbos, droge variant
186107	79	arme Eiken-Beukenbos en eikenbos, natte variant
186108	NA	NA
186113	20	Elzenbroekbos
186114	78	arme Eiken-Beukenbos en eikenbos, droge variant
186117	68	Eiken-Beukenbos, droge variant
187107	79	arme Eiken-Beukenbos en eikenbos, natte variant
187108	69	Eiken-Beukenbos, natte variant
117136	NA	NA
117143	NA	NA
117144	NA	NA
118121	NA	NA
128138	40	Elzen-Vogelkersbos
135131	78	arme Eiken-Beukenbos en eikenbos, droge variant
135132	69	Eiken-Beukenbos, natte variant
135136	78	arme Eiken-Beukenbos en eikenbos, droge variant
135140	NA	NA
135144	79	arme Eiken-Beukenbos en eikenbos, natte variant
136121	69	Eiken-Beukenbos, natte variant
136122	78	arme Eiken-Beukenbos en eikenbos, droge variant
136134	78	arme Eiken-Beukenbos en eikenbos, droge variant
136135	NA	NA
136139	78	arme Eiken-Beukenbos en eikenbos, droge variant
136143	78	arme Eiken-Beukenbos en eikenbos, droge variant
147141	68	Eiken-Beukenbos, droge variant
155133	NA	NA
155136	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
155139	NA	NA
156121	NA	NA
156124	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156125	69	Eiken-Beukenbos, natte variant
156129	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156132	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156136	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156137	NA	NA
156138	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156139	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
157131	69	Eiken-Beukenbos, natte variant
157138	NA	NA
157139	NA	NA
157141	NA	NA
166127	40	Elzen-Vogelkersbos
166130	69	Eiken-Beukenbos, natte variant
166140	69	Eiken-Beukenbos, natte variant
167128	40	Elzen-Vogelkersbos
167132	20	Elzenbroekbos
167133	20	Elzenbroekbos
167136	69	Eiken-Beukenbos, natte variant
168129	78	arme Eiken-Beukenbos en eikenbos, droge variant
168131	NA	NA
168142	78	arme Eiken-Beukenbos en eikenbos, droge variant
168143	20	Elzenbroekbos
175122	78	arme Eiken-Beukenbos en eikenbos, droge variant
175123	78	arme Eiken-Beukenbos en eikenbos, droge variant
175129	78	arme Eiken-Beukenbos en eikenbos, droge variant
175130	78	arme Eiken-Beukenbos en eikenbos, droge variant
175137	78	arme Eiken-Beukenbos en eikenbos, droge variant
176127	78	arme Eiken-Beukenbos en eikenbos, droge variant
176131	78	arme Eiken-Beukenbos en eikenbos, droge variant
176134	78	arme Eiken-Beukenbos en eikenbos, droge variant
176135	78	arme Eiken-Beukenbos en eikenbos, droge variant
176140	78	arme Eiken-Beukenbos en eikenbos, droge variant
176141	78	arme Eiken-Beukenbos en eikenbos, droge variant
176144	78	arme Eiken-Beukenbos en eikenbos, droge variant
177124	NA	NA
177125	NA	NA
177129	69	Eiken-Beukenbos, natte variant
177131	78	arme Eiken-Beukenbos en eikenbos, droge variant
177133	NA	NA
177134	NA	NA
177135	NA	NA
177140	NA	NA
177141	78	arme Eiken-Beukenbos en eikenbos, droge variant
177142	78	arme Eiken-Beukenbos en eikenbos, droge variant
177144	NA	NA
178122	78	arme Eiken-Beukenbos en eikenbos, droge variant
178123	78	arme Eiken-Beukenbos en eikenbos, droge variant
178124	78	arme Eiken-Beukenbos en eikenbos, droge variant
178129	79	arme Eiken-Beukenbos en eikenbos, natte variant
178130	78	arme Eiken-Beukenbos en eikenbos, droge variant
178131	78	arme Eiken-Beukenbos en eikenbos, droge variant
178132	79	arme Eiken-Beukenbos en eikenbos, natte variant
178137	78	arme Eiken-Beukenbos en eikenbos, droge variant
178138	78	arme Eiken-Beukenbos en eikenbos, droge variant
185135	78	arme Eiken-Beukenbos en eikenbos, droge variant
185143	79	arme Eiken-Beukenbos en eikenbos, natte variant
186124	NA	NA
186125	68	Eiken-Beukenbos, droge variant
186126	69	Eiken-Beukenbos, natte variant
186130	78	arme Eiken-Beukenbos en eikenbos, droge variant
186134	68	Eiken-Beukenbos, droge variant
186140	68	Eiken-Beukenbos, droge variant
186141	69	Eiken-Beukenbos, natte variant
187124	69	Eiken-Beukenbos, natte variant
187130	69	Eiken-Beukenbos, natte variant
187131	69	Eiken-Beukenbos, natte variant
187139	69	Eiken-Beukenbos, natte variant
117151	NA	NA
117157	NA	NA
128147	68	Eiken-Beukenbos, droge variant
128151	68	Eiken-Beukenbos, droge variant
128154	69	Eiken-Beukenbos, natte variant
128159	69	Eiken-Beukenbos, natte variant
136145	78	arme Eiken-Beukenbos en eikenbos, droge variant
136155	78	arme Eiken-Beukenbos en eikenbos, droge variant
136159	79	arme Eiken-Beukenbos en eikenbos, natte variant
136160	78	arme Eiken-Beukenbos en eikenbos, droge variant
145149	40	Elzen-Vogelkersbos
145153	NA	NA
148145	69	Eiken-Beukenbos, natte variant
155151	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156145	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156146	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156152	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
156159	40	Elzen-Vogelkersbos
157149	NA	NA
157153	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
157157	NA	NA
165147	69	Eiken-Beukenbos, natte variant
165148	69	Eiken-Beukenbos, natte variant
166156	69	Eiken-Beukenbos, natte variant
166158	40	Elzen-Vogelkersbos
167160	78	arme Eiken-Beukenbos en eikenbos, droge variant
168147	79	arme Eiken-Beukenbos en eikenbos, natte variant
168153	78	arme Eiken-Beukenbos en eikenbos, droge variant
168156	78	arme Eiken-Beukenbos en eikenbos, droge variant
168157	20	Elzenbroekbos
168158	79	arme Eiken-Beukenbos en eikenbos, natte variant
175146	40	Elzen-Vogelkersbos
175153	40	Elzen-Vogelkersbos
175154	40	Elzen-Vogelkersbos
175155	69	Eiken-Beukenbos, natte variant
176147	78	arme Eiken-Beukenbos en eikenbos, droge variant
176148	78	arme Eiken-Beukenbos en eikenbos, droge variant
176155	78	arme Eiken-Beukenbos en eikenbos, droge variant
176158	20	Elzenbroekbos
177149	78	arme Eiken-Beukenbos en eikenbos, droge variant
177151	79	arme Eiken-Beukenbos en eikenbos, natte variant
177152	20	Elzenbroekbos
177156	78	arme Eiken-Beukenbos en eikenbos, droge variant
177157	78	arme Eiken-Beukenbos en eikenbos, droge variant
177158	20	Elzenbroekbos
178145	79	arme Eiken-Beukenbos en eikenbos, natte variant
178147	78	arme Eiken-Beukenbos en eikenbos, droge variant
178158	78	arme Eiken-Beukenbos en eikenbos, droge variant
178159	78	arme Eiken-Beukenbos en eikenbos, droge variant
186146	69	Eiken-Beukenbos, natte variant
186150	68	Eiken-Beukenbos, droge variant
186157	69	Eiken-Beukenbos, natte variant
186158	68	Eiken-Beukenbos, droge variant
187156	79	arme Eiken-Beukenbos en eikenbos, natte variant
212002	69	Eiken-Beukenbos, natte variant
212006	78	arme Eiken-Beukenbos en eikenbos, droge variant
212007	79	arme Eiken-Beukenbos en eikenbos, natte variant
223004	79	arme Eiken-Beukenbos en eikenbos, natte variant
232003	40	Elzen-Vogelkersbos
233006	NA	NA
233008	78	arme Eiken-Beukenbos en eikenbos, droge variant
234003	69	Eiken-Beukenbos, natte variant
241003	69	Eiken-Beukenbos, natte variant
242003	40	Elzen-Vogelkersbos
242004	69	Eiken-Beukenbos, natte variant
242007	20	Elzenbroekbos
244003	20	Elzenbroekbos
244006	20	Elzenbroekbos
251001	20	Elzenbroekbos
252004	78	arme Eiken-Beukenbos en eikenbos, droge variant
252006	79	arme Eiken-Beukenbos en eikenbos, natte variant
253004	78	arme Eiken-Beukenbos en eikenbos, droge variant
254003	NA	NA
261004	20	Elzenbroekbos
261006	78	arme Eiken-Beukenbos en eikenbos, droge variant
261007	78	arme Eiken-Beukenbos en eikenbos, droge variant
262003	78	arme Eiken-Beukenbos en eikenbos, droge variant
262005	78	arme Eiken-Beukenbos en eikenbos, droge variant
262008	79	arme Eiken-Beukenbos en eikenbos, natte variant
263004	79	arme Eiken-Beukenbos en eikenbos, natte variant
193023	NA	NA
202023	78	arme Eiken-Beukenbos en eikenbos, droge variant
203009	78	arme Eiken-Beukenbos en eikenbos, droge variant
203015	69	Eiken-Beukenbos, natte variant
203018	69	Eiken-Beukenbos, natte variant
203023	69	Eiken-Beukenbos, natte variant
203024	69	Eiken-Beukenbos, natte variant
204022	40	Elzen-Vogelkersbos
212011	79	arme Eiken-Beukenbos en eikenbos, natte variant
212012	40	Elzen-Vogelkersbos
212018	69	Eiken-Beukenbos, natte variant
213023	79	arme Eiken-Beukenbos en eikenbos, natte variant
214009	68	Eiken-Beukenbos, droge variant
224018	69	Eiken-Beukenbos, natte variant
224024	40	Elzen-Vogelkersbos
231013	79	arme Eiken-Beukenbos en eikenbos, natte variant
231024	NA	NA
232010	40	Elzen-Vogelkersbos
232017	78	arme Eiken-Beukenbos en eikenbos, droge variant
232024	20	Elzenbroekbos
233010	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
233018	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
234013	69	Eiken-Beukenbos, natte variant
234020	NA	NA
241018	69	Eiken-Beukenbos, natte variant
241019	69	Eiken-Beukenbos, natte variant
243019	79	arme Eiken-Beukenbos en eikenbos, natte variant
243024	20	Elzenbroekbos
244009	78	arme Eiken-Beukenbos en eikenbos, droge variant
244017	20	Elzenbroekbos
244018	20	Elzenbroekbos
244019	78	arme Eiken-Beukenbos en eikenbos, droge variant
244020	40	Elzen-Vogelkersbos
251016	78	arme Eiken-Beukenbos en eikenbos, droge variant
251021	NA	NA
252009	78	arme Eiken-Beukenbos en eikenbos, droge variant
252013	79	arme Eiken-Beukenbos en eikenbos, natte variant
252015	20	Elzenbroekbos
252016	20	Elzenbroekbos
253010	78	arme Eiken-Beukenbos en eikenbos, droge variant
253014	78	arme Eiken-Beukenbos en eikenbos, droge variant
253015	79	arme Eiken-Beukenbos en eikenbos, natte variant
253020	20	Elzenbroekbos
253022	78	arme Eiken-Beukenbos en eikenbos, droge variant
253023	78	arme Eiken-Beukenbos en eikenbos, droge variant
253024	79	arme Eiken-Beukenbos en eikenbos, natte variant
254020	78	arme Eiken-Beukenbos en eikenbos, droge variant
261013	20	Elzenbroekbos
261021	20	Elzenbroekbos
261024	78	arme Eiken-Beukenbos en eikenbos, droge variant
262010	78	arme Eiken-Beukenbos en eikenbos, droge variant
262012	78	arme Eiken-Beukenbos en eikenbos, droge variant
262018	78	arme Eiken-Beukenbos en eikenbos, droge variant
262019	78	arme Eiken-Beukenbos en eikenbos, droge variant
262020	69	Eiken-Beukenbos, natte variant
262023	78	arme Eiken-Beukenbos en eikenbos, droge variant
262024	78	arme Eiken-Beukenbos en eikenbos, droge variant
263009	78	arme Eiken-Beukenbos en eikenbos, droge variant
263010	79	arme Eiken-Beukenbos en eikenbos, natte variant
263015	40	Elzen-Vogelkersbos
263017	NA	NA
263020	NA	NA
193030	NA	NA
202040	69	Eiken-Beukenbos, natte variant
203031	69	Eiken-Beukenbos, natte variant
203032	69	Eiken-Beukenbos, natte variant
203039	69	Eiken-Beukenbos, natte variant
203040	40	Elzen-Vogelkersbos
203045	40	Elzen-Vogelkersbos
204030	69	Eiken-Beukenbos, natte variant
211028	40	Elzen-Vogelkersbos
212040	40	Elzen-Vogelkersbos
213025	78	arme Eiken-Beukenbos en eikenbos, droge variant
213030	78	arme Eiken-Beukenbos en eikenbos, droge variant
213031	69	Eiken-Beukenbos, natte variant
213033	79	arme Eiken-Beukenbos en eikenbos, natte variant
213037	79	arme Eiken-Beukenbos en eikenbos, natte variant
213041	40	Elzen-Vogelkersbos
213047	40	Elzen-Vogelkersbos
214028	NA	NA
231031	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231032	69	Eiken-Beukenbos, natte variant
231039	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
232032	20	Elzenbroekbos
232037	40	Elzen-Vogelkersbos
233028	NA	NA
233029	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
233040	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
233044	69	Eiken-Beukenbos, natte variant
233045	NA	NA
234025	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
234028	NA	NA
234035	NA	NA
242040	40	Elzen-Vogelkersbos
242044	69	Eiken-Beukenbos, natte variant
243027	79	arme Eiken-Beukenbos en eikenbos, natte variant
243031	20	Elzenbroekbos
243032	20	Elzenbroekbos
243041	40	Elzen-Vogelkersbos
243042	69	Eiken-Beukenbos, natte variant
243043	40	Elzen-Vogelkersbos
243045	20	Elzenbroekbos
243047	NA	NA
243048	40	Elzen-Vogelkersbos
244034	78	arme Eiken-Beukenbos en eikenbos, droge variant
244035	78	arme Eiken-Beukenbos en eikenbos, droge variant
244043	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
251025	40	Elzen-Vogelkersbos
251026	40	Elzen-Vogelkersbos
251027	40	Elzen-Vogelkersbos
251028	78	arme Eiken-Beukenbos en eikenbos, droge variant
253026	78	arme Eiken-Beukenbos en eikenbos, droge variant
253030	78	arme Eiken-Beukenbos en eikenbos, droge variant
253031	78	arme Eiken-Beukenbos en eikenbos, droge variant
253032	78	arme Eiken-Beukenbos en eikenbos, droge variant
253038	79	arme Eiken-Beukenbos en eikenbos, natte variant
253039	79	arme Eiken-Beukenbos en eikenbos, natte variant
253040	79	arme Eiken-Beukenbos en eikenbos, natte variant
253047	79	arme Eiken-Beukenbos en eikenbos, natte variant
254025	78	arme Eiken-Beukenbos en eikenbos, droge variant
254028	79	arme Eiken-Beukenbos en eikenbos, natte variant
254034	79	arme Eiken-Beukenbos en eikenbos, natte variant
254041	NA	NA
254042	78	arme Eiken-Beukenbos en eikenbos, droge variant
254044	78	arme Eiken-Beukenbos en eikenbos, droge variant
254045	78	arme Eiken-Beukenbos en eikenbos, droge variant
261031	78	arme Eiken-Beukenbos en eikenbos, droge variant
261035	78	arme Eiken-Beukenbos en eikenbos, droge variant
261039	78	arme Eiken-Beukenbos en eikenbos, droge variant
261044	NA	NA
261048	78	arme Eiken-Beukenbos en eikenbos, droge variant
262027	78	arme Eiken-Beukenbos en eikenbos, droge variant
262028	78	arme Eiken-Beukenbos en eikenbos, droge variant
262031	78	arme Eiken-Beukenbos en eikenbos, droge variant
262032	78	arme Eiken-Beukenbos en eikenbos, droge variant
262034	78	arme Eiken-Beukenbos en eikenbos, droge variant
262035	78	arme Eiken-Beukenbos en eikenbos, droge variant
262036	78	arme Eiken-Beukenbos en eikenbos, droge variant
262039	78	arme Eiken-Beukenbos en eikenbos, droge variant
262040	78	arme Eiken-Beukenbos en eikenbos, droge variant
262041	78	arme Eiken-Beukenbos en eikenbos, droge variant
262042	79	arme Eiken-Beukenbos en eikenbos, natte variant
262043	78	arme Eiken-Beukenbos en eikenbos, droge variant
262044	78	arme Eiken-Beukenbos en eikenbos, droge variant
262047	78	arme Eiken-Beukenbos en eikenbos, droge variant
262048	78	arme Eiken-Beukenbos en eikenbos, droge variant
263034	78	arme Eiken-Beukenbos en eikenbos, droge variant
213050	40	Elzen-Vogelkersbos
232054	40	Elzen-Vogelkersbos
232060	69	Eiken-Beukenbos, natte variant
232063	69	Eiken-Beukenbos, natte variant
